id_releve,x_l93,y_l93,alti,slope,expo,TPI
10971286,968859,6431532,2303.01001,25.78393173,52.69632339,-0.155029297
10971287,968696,6431864,2335.060059,21.6877327,125.0678711,-0.084716797
10971288,969229,6432176,2458.26001,9.903964043,218.8415375,0.018798828
10971289,968655,6431982,2371.310059,12.99973965,128.6697388,-0.260009766
10971290,968592,6432186,2459.610107,26.94822311,142.0707245,0.082763672
10971291,968514,6432328,2517.02002,14.24207592,151.5941772,0.000244141
10971292,968643,6431959,2369.360107,20.27711487,140.6029663,-0.014892578
10971293,968882,6432030,2358.179932,13.32616901,215.1172028,0.056152344
10971294,968728,6431938,2327.719971,24.37499237,120.9110794,-0.318847656
10971295,968544,6432153,2470.800049,31.76900673,131.3343048,0.196044922
10971296,968935,6431560,2274.51001,16.53583908,62.24859238,-0.076171875
10971297,968919,6431505,2289.080078,21.51855469,76.87866974,0.176269531
10971298,968644,6431940,2363.199951,18.42128944,139.6273804,-0.27734375
10971299,968867,6432026,2354.22998,18.73768997,231.6427155,0.112548828
10971300,968559,6432230,2487.469971,22.98976517,121.9471054,0.188720703
10971301,968653,6431903,2355.469971,18.1768589,113.3253021,-0.042480469
10971302,969241,6431693,2433.580078,34.42027664,229.5575104,-0.028808594
10971303,968785,6431645,2305.290039,21.04590034,70.29176331,-0.048828125
10971304,968961,6431449,2284.139893,13.41414642,207.1290131,0.216064453
10971305,969217,6431727,2432.429932,22.40009117,232.440979,0.002197266
10971306,968545,6432264,2499.120117,16.58719063,132.9590302,0.148925781
10971307,968643,6432054,2387.629883,20.75372696,218.0870514,-0.550048828
10971308,968917,6431956,2344.620117,16.89449501,207.6634674,0.047851563
10971309,968518,6432287,2505.939941,14.38779545,156.0836029,-0.018798828
10971310,969309,6432074,2459.02002,14.64308071,285.3124084,0.053710938
10971311,968917,6431851,2311.199951,19.59731865,210.9779053,-0.007568359
10971312,969182,6431906,2436.469971,5.844825745,214.854599,0.038574219
10971313,968604,6432192,2456.26001,29.02164078,136.0225067,0.036132813
10971314,968589,6432057,2409.73999,36.01189804,103.0799408,-0.065185547
10971315,968748,6432064,2382.439941,16.10447884,114.7230301,0.302490234
10971316,968524,6432358,2520.120117,18.70576477,119.3088074,0.071533203
10971317,968938,6431457,2281.969971,8.679204941,164.7107239,-0.043701172
10971318,968544,6432284,2503.179932,16.42532921,132.5247345,0.161132813
10971319,968536,6432269,2501.590088,12.3811264,155.6554565,0.081298828
10971320,968671,6431899,2350.629883,17.53431129,131.4712219,-0.033935547
10971321,968948,6431492,2280.939941,24.44586945,46.96083832,-0.295166016
10971322,969110,6432152,2443.580078,3.481594801,118.4650421,-0.3125
10971323,968877,6431834,2302,11.78026962,198.5229797,0.026123047
10971324,968823,6431800,2297.620117,10.24672127,179.129425,0.077880859
10971325,968793,6431860,2309.100098,9.775391579,185.4928741,0.043945313
10971326,968587,6432140,2435.649902,31.97987175,129.5414581,-0.550048828
10971327,968527,6432309,2511.209961,14.88451195,150.9022064,-0.00390625
10971328,968806,6432023,2346.860107,22.37613869,145.7400208,-0.288574219
10971329,968551,6432274,2499.860107,19.84522438,124.2724304,0.152587891
10971330,969296,6431943,2470.01001,20.08899117,308.6163635,0.098632813
10971331,968632,6432090,2399.600098,24.99596596,145.3974457,-0.137451172
10971332,968764,6431896,2315.350098,10.18349743,147.5049133,-0.086181641
10971333,968832,6431686,2288.409912,12.83945751,82.5621109,-0.044921875
10971334,968810,6431895,2313.370117,8.002538681,160.7894287,-0.02734375
10971335,968651,6432013,2381.790039,17.02874947,180.7947083,0.030029297
10971336,968670,6432000,2373.76001,23.64805603,136.6649933,0.073486328
10971337,968555,6432149,2463.060059,38.32780457,124.8511581,0.140136719
10971338,969189,6431996,2439.090088,6.37667942,263.3259888,-0.018554688
10971339,968660,6432001,2375.879883,20.2554245,159.208374,0.059814453
10971340,968914,6431604,2275.090088,12.63070297,72.73767853,-0.013671875
10971341,968887,6431546,2294.580078,16.10301781,62.90404129,0.096191406
10971342,968721,6431958,2339.129883,39.72860336,112.7778931,-0.365234375
10971343,968694,6431994,2361.840088,19.12791252,115.0312653,-0.041259766
10971344,968862,6431583,2293.949951,17.62338638,40.72093964,0.092529297
10971345,968615,6432004,2390.129883,26.0473175,110.0112915,0.123779297
10971347,969245,6432121,2452.5,10.23473072,232.7617188,-0.020019531
10971348,969254,6431845,2456.469971,32.25033569,280.5716553,-0.110107422
12117792,1014744,6552636,2651.165771,0.797768056,87.990448,0.008544922
12117800,1014709,6552615,2654.966797,36.39145279,58.17366791,0.020507813
12117804,1014720,6552637,2653.027832,9.349822044,169.9231262,0.003662109
12117808,1014701,6552641,2657.562988,18.83481407,162.1615906,-0.050292969
12117811,1014766,6552637,2649.823975,3.889303207,119.2344666,0.001708984
12117848,1014788,6552640,2649.130127,4.865590096,124.6016235,0.004150391
12117852,1014800,6552657,2648.329834,4.266729355,136.5911407,0.007568359
12117899,1014838,6552576,2654.626953,8.055722237,261.2688599,0.019287109
12117901,1014847,6552608,2650.637939,4.807221413,334.922821,0.004150391
12117905,1014881,6552624,2649.406982,2.458509922,17.19853973,-0.000244141
12117906,1014900,6552630,2648.966797,4.364510059,302.7242126,-0.022949219
12117908,1014894,6552599,2653.105713,12.64341354,351.6141357,0.000732422
12117909,1014905,6552671,2646.890381,4.028171539,86.82016754,0.000244141
12117923,1014726,6552619,2651.698242,3.032642365,52.86606979,-0.001708984
12117924,1014729,6552594,2654.938965,16.39016914,86.90722656,-0.006591797
12117926,1014753,6552610,2651.254883,16.89362526,264.8806152,-0.017578125
12117927,1014774,6552605,2650.404785,12.86926365,173.6192322,0.041992188
12117928,1014755,6552589,2651.233643,8.036383629,67.42585754,0.001953125
12117930,1014798,6552582,2651.02002,14.63096523,243.2672119,-0.004150391
12117932,1014824,6552550,2657.131348,12.11620235,342.8014526,-0.021728516
12117934,1014800,6552630,2648.897705,1.756239653,339.9779053,-0.005371094
12117937,1014805,6552613,2649.177979,4.828965664,227.2250977,-0.008056641
12117938,1014835,6552598,2650.855957,10.17928123,314.2287598,0.020263672
12117939,1014848,6552635,2649.039551,2.895224094,10.00798035,-0.000244141
12118011,1014871,6552640,2649.390381,5.969094753,4.4192276,0.002441406
12118012,1014879,6552664,2648.294678,6.149446487,355.5813904,-0.004638672
12118013,1014888,6552645,2649.139404,4.338943005,4.05934906,-0.003173828
12118014,1014874,6552668,2647.691406,7.677710056,354.908905,-0.002685547
12118015,1014865,6552692,2647.081543,7.770572662,120.4187698,0.014892578
12118025,1014932,6552591,2657.610352,18.24604988,343.3901672,-0.001953125
12118027,1014984,6552642,2638.885742,24.32758331,81.61610413,0.000732422
12118028,1014937,6552694,2646.715332,12.67889118,108.4742737,-0.001708984
12118051,1015006,6552686,2628.329346,8.237504959,65.59602356,-0.000976563
12123258,1015021,6552654,2626.168213,20.71173859,153.2529602,0.005615234
12123260,1015042,6552664,2624.574219,9.670620918,78.5129776,0.003662109
12123261,1015031,6552734,2627.338135,5.6512537,110.3575058,0.002441406
12123269,1014924,6552605,2652.999023,11.34266281,332.5305176,-0.006835938
12123271,1014952,6552619,2652.361084,11.66686344,10.35331726,-0.003417969
12123272,1014918,6552672,2646.388916,0.765226901,30.78414536,-0.000244141
12123275,1014916,6552711,2646.279297,9.62187767,3.632949829,0.012695313
12123299,1014987,6552710,2632.666748,3.199698687,70.61548615,-0.001953125
12123300,1015024,6552704,2626.379639,13.71952438,116.3600616,0.002685547
12123302,1015051,6552685,2623.324951,7.156163216,85.98582458,-0.003662109
12123303,1015059,6552714,2624.288574,4.036005497,105.8637009,0.001464844
12123312,1015238,6552442,2495.14209,30.83674049,120.6342468,-0.000976563
12123315,1015218,6552430,2497.083496,12.01472759,148.8446198,-0.009521484
