id_releve,orga_fournisseur,programmes,date_releve_deb,date_releve_fin,releve_type,observateurs,insee,lieudit,comm_loc,comm_milieu,lithologie,geologie,exposition,pente,rec_total,refbiblio,page,code_perso,id_precision,x_l93,y_l93
10401898,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - + 15% dalle,,,,,10-25%,,,Band : 1985-2003,P,1007650,6552206
10401899,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,1007664,6552207
10404303,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - + 20 % dalle,,,,,<5%,,,Band : 1985-2003,P,1007835,6552121
10406707,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +20 % dalle petit creux,,,,,25-50%,,,Band : 1985-2003,P,1007627,6552188
10406718,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +20 % dalle,,,,,10-25%,,,Band : 1985-2003,P,1007676,6552224
10406723,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,10-25%,,,Band : 1985-2003,P,1007777,6552181
10406726,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - Flotte en bordure de placette,,,,,10-25%,,,Band : 1985-2003,P,1007897,6552138
10406729,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,5-10%,,,Band : 1985-2003,P,1007767,6552110
10407646,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +22 % dalle,,,,,<5%,,,Band : 2003-2008,P,1007837,6552126
10407647,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,<5%,,,Band : 2003-2008,P,1007879,6552140
10407649,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +64% dalle ruissellement d'eau,,,,,<5%,,,Band : 2003-2008,P,1007794,6552135
10407650,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +45% dalle,,,,,5-10%,,,Band : 2003-2008,P,1007803,6552160
10407651,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - + 20% dalle Ecoulement eau 60%,,,,,5-10%,,,Band : 2003-2008,P,1007846,6552121
10407652,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - ruissellement d'eau,,,,,<5%,,,Band : 2003-2008,P,1007861,6552105
10407653,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - Large rock - 4m,,,,,10-25%,,,Band : 2003-2008,P,1007687,6552113
10407654,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,5-10%,,,Band : 2003-2008,P,1007879,6552143
10407656,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - ruissellement d'eau,,,,,5-10%,,,Band : 2003-2008,P,1007890,6552124
10407658,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - plateau zone humide,,,,,25-50%,,,Band : 2003-2008,P,1007712,6552172
10407664,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +51% dalle ecoulement eau = 35%,,,,,<5%,,,Band : 2003-2008,P,1007851,6552136
10407665,Conservatoire botanique national alpin,ROCVEG,7/11/2019,7/11/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +92 % dalle ecoulement eau = 85%,,,,,<5%,,,Band : 2003-2008,P,1007780,6552124
10407666,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,1008097,6551993
10407671,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - + 7% dalle,,,,,<5%,,,Band : 2008-2018,P,1008052,6552013
10407674,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,1008174,6551957
10407676,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,1008082,6552031
10407681,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,"Marge proglaciaire - +26% dalle doute sur la bande, beaucoup d'éspèces",,,,,10-25%,,,Band : 2008-2018,P,1008080,6552044
10407684,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +32.5 % dalle,,,,,<5%,,,Band : 2008-2018,P,1008104,6552003
10407895,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,,,,Band : 2008-2018,P,1007962,6552025
10407900,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +7% dalle,,,,,<5%,,,Band : 2008-2018,P,1008123,6551965
10407906,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,>75%,,,Band : LIA,P,1005878,6552247
10407910,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire,,,,,<5%,,,Band : 2008-2018,P,1008247,6551928
10407912,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +2% dale depression,,,,,<5%,,,Band : 2008-2018,P,1007915,6552071
10407916,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - + 10% dalle,,,,,<5%,,,Band : 2008-2018,P,1007925,6552089
10407919,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - + 10% dalle,,,,,5-10%,,,Band : 2008-2018,P,1007711,6551990
10407931,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : E,P,1001042,6540326
10407935,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : E,P,1001049,6540291
10407939,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : E,P,1001051,6540266
10408065,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : B,P,1000878,6540231
10408068,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : B,P,1000838,6540214
10408070,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,,,,Band : B,P,1000811,6540220
10408072,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : A,P,1000775,6540193
10408074,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,<5%,,,Band : A,P,1000756,6540203
10408076,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : A,P,1000742,6540243
10408078,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,,,,Band : C,P,1000683,6540247
10408079,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : C,P,1000690,6540257
10408080,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : C,P,1000702,6540276
10408083,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,25-50%,,,Band : C,P,1000669,6540262
10408085,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,25-50%,,,Band : D,P,1000815,6540447
10408097,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,>75%,,,Band : D,P,1000787,6540462
10408098,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,10-25%,,,Band : D,P,1000808,6540515
10408099,Conservatoire botanique national alpin,ROCVEG,7/30/2020,7/30/2020,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge proglaciaire,,,,,50-75%,,,Band : D,P,1000810,6540546
10966110,Conservatoire botanique national alpin,ROCVEG,7/12/2019,7/12/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier du Tour,,Marge proglaciaire - +28 % dalle Ruisselement d'eau,,,,,<5%,,,Band : 2008-2018,P,1008173,6551916
10966733,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire ,,,,,50-75%,,,Band : LIA,P,1000655,6540537
10966735,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,,,,Band : LIA,P,1000688,6540535
10966736,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,>75%,,,Band : LIA,P,1000724,6540561
10966738,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,25-50%,,,Band : 1985-2003,P,1000870,6540561
10966739,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,25-50%,,,Band : 1985-2003,P,1000918,6540470
10966741,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,>75%,,,Band : 1985-2003,P,1000877,6540537
10966743,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,<5%,,,Band : 1985-2003,P,1000908,6540479
10966744,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,25-50%,,,Band : 1985-2003,P,1000921,6540474
10966751,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,>75%,,,Band : 1985-2003,P,1000879,6540544
10966752,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,5-10%,,,Band : 2003-2008,P,1000951,6540255
10966754,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,5-10%,,,Band : 2003-2008,P,1000984,6540516
10966757,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,5-10%,,,Band : 2003-2008,P,1000914,6540262
10966759,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,BIDAT Matthieu / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,10-25%,,,Band : 2003-2008,P,1000951,6540385
10966765,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,5-10%,,,Band : 2003-2008,P,1000990,6540398
10966770,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,5-10%,,,Band : 2003-2008,P,1000924,6540389
10966776,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,<5%,,,Band : 2008-2018,P,1001018,6540206
10966780,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,<5%,,,Band : 2008-2018,P,1000977,6540190
10966784,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,<5%,,,Band : 2008-2018,P,1001044,6540213
10966786,Conservatoire botanique national alpin,ROCVEG,7/9/2019,7/9/2019,Relevé de terrain,VALLEE Sophie / MERHAN Baptiste / CARLSON Brad / CHAUVEAU Aristide / ZIMMER Anaïs,74056,Glacier des Pélerins,,Marge pro-glaciaire,,,,,<5%,,,Band : 2008-2018,P,1001090,6540460
10971256,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,DENTANT Cédric / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Sud-Ouest,,,,,Band : C,P,969204,6431887
10971257,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,NICOLAS Marie-Geneviève / ALBERT Christophe,5101,Glacier Blanc,,Marge pro-glaciaire,,,Est,,,,,Band : B4,P,968768,6431594
10971258,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,ALBERT Christophe / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Est,,,,,Band : B4,P,968865,6431517
10971259,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,NICOLAS Marie-Geneviève / ALBERT Christophe,5101,Glacier Blanc,,Marge pro-glaciaire,,,Sud-Ouest,,,,,Band : B3,P,968889,6431904
10971260,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,ALBERT Christophe / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Nord-Est,,,,,Band : B4,P,968832,6431609
10971261,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,DENTANT Cédric / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Ouest,,,,,Band : C,P,969264,6431735
10971262,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B3,P,968873,6431845
10971263,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,ALBERT Christophe / DELENATTE Blandine,5101,Glacier Blanc,,Marge pro-glaciaire,,,Ouest,,,,,Band : C,P,969257,6432014
10971264,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,ALBERT Christophe / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B4,P,969031,6431476
10971265,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B4,P,968945,6432000
10971266,Parc National des Ecrins,ROCVEG,7/19/2019,7/19/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B2,P,968640,6432061
10971267,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B4,P,968918,6432087
10971268,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B4,P,968862,6432134
10971269,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B4,P,968937,6432021
10971270,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,NICOLAS Marie-Geneviève / ALBERT Christophe,5101,Glacier Blanc,,Marge pro-glaciaire,,,Est,,,,,Band : B3,P,968735,6431858
10971271,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B1,P,968545,6432238
10971272,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,NICOLAS Marie-Geneviève / ALBERT Christophe,5101,Glacier Blanc,,Marge pro-glaciaire,,,Sud,,,,,Band : B3,P,968826,6431919
10971273,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,ALBERT Christophe / DELENATTE Blandine,5101,Glacier Blanc,,Marge pro-glaciaire,,,Nord-Ouest,,,,,Band : C,P,969239,6431935
10971274,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,DENTANT Cédric / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Ouest,,,,,Band : C,P,969228,6431843
10971275,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Sud,,,,,Band : B3,P,968796,6431916
10971276,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B3,P,968782,6432071
10971277,Parc National des Ecrins,ROCVEG,7/19/2019,7/19/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B1,P,968552,6432210
10971278,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B1,P,968535,6432336
10971279,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,ALBERT Christophe / DELENATTE Blandine,5101,Glacier Blanc,,Marge pro-glaciaire,,,Nord,,,,,Band : C,P,969305,6431884
10971280,Parc National des Ecrins,ROCVEG,7/18/2019,7/18/2019,Relevé de terrain,NICOLAS Marie-Geneviève / ALBERT Christophe,5101,Glacier Blanc,,Marge pro-glaciaire,,,Sud,,,,,Band : B3,P,968947,6431895
10971281,Parc National des Ecrins,ROCVEG,7/19/2019,7/19/2019,Relevé de terrain,DENTANT Cédric / CHAUVEAU Aristide,5101,Glacier Blanc,,Marge pro-glaciaire,,,Sud,,,,,Band : B2,P,968632,6432036
10971282,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,DENTANT Cédric / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Ouest,,,,,Band : C,P,969225,6432032
10971283,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,ALBERT Christophe / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Nord-Est,,,,,Band : B4,P,968943,6431494
10971284,Parc National des Ecrins,ROCVEG,7/22/2019,7/22/2019,Relevé de terrain,ALBERT Christophe / MOINE Rémy,5101,Glacier Blanc,,Marge pro-glaciaire,,,Plat (peu marquée),,,,,Band : B4,P,968850,6431576
10971285,Parc National des Ecrins,ROCVEG,7/23/2019,7/23/2019,Relevé de terrain,ALBERT Christophe / DELENATTE Blandine,5101,Glacier Blanc,,Marge pro-glaciaire,,,Ouest,,,,,Band : C,P,969239,6431899
