cd_ref,famille,nom_valide,nom_cite,cd_nom,nom_reconnu,nom_reconnu_ss_date,nom_reconnu_ss_auteur,ID,rang_taxinomique,N°_Taxinomique_BDNFF,N°_Nomenclatural_BDNFF,code_CATMINAT,NOM_SCIENTIFIQUE,CHOROLOGIE,inflorescence,sexualité,ordre_maturation,pollinisation,fruit,dissémination,couleur_fleur,macule,floraison,type_ligneux,Champ17,TYPE_BIOLOGIQUE,FORMATION_VEGETALE,CARACT_ECOLOG_HABITAT_OPTI,INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE,INDICATION_CARACTERISTIQUE_TRANSGRESSIVE,INDICATION_DIFFERENTIELLE_1,INDICATION_DIFFERENTIELLE_2,INDICATION_DIFFERENTIELLE_3,Lumière,Température,Continentalité,Humidité_atmosphérique,Humidité_édaphique,Réaction_du_sol_(pH),Niveau_trophique,Salinité,Texture,Matière_organique,Lichtzahl,Temperaturzahl,Kontinentalität,Feuchtzahl,Reaktionszahl,Nutrients,Salz,CLASSE_(-opsida),SUBCLASSE_(-idae),Clade_intermédiaire,SUPERORDRE_(-anae),Champ47,Champ48,Champ49,ORDRE_(-ales),FAMILLE_(-aceae),numSpA,numSpB,numSpH,nomA,nomB,nomH
82796,Asteraceae,"Antennaria dioica (L.) Gaertn., 1791","Antennaria dioica (L.) Gaertn., 1791",82796,"Antennaria dioica (L.) Gaertn., 1791",Antennaria dioica (L.) Gaertn.,Antennaria dioica,559,esp,398,5011,09/1.,Antennaria dioica (L.) Gaertn.,circumboréal,épi de capitules,"hermaphrodite, dioïque",,apogame,akène,anémochore,"blanc, rose",,6-May,,,hsto,hémicryptophytaie,pelouses acidophiles médio-européennes à boréo-subalpines,Nardetea strictae Rivas Goday & Borja-Carbonell 1961 em. de Foucault 1994,,Genisto sagittalis - Agrostienion capillaris Vigo 1979,,,8,4,5,5,4,3,2,0,4,4,8,,,4,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3057,,,Antennaria dioica
82914,Poaceae,"Anthoxanthum alpinum Á.Löve & D.Löve, 1948","Anthoxanthum alpinum Á.Löve & D.Löve, 1948",82914,"Anthoxanthum alpinum Á.Löve & D.Löve, 1948",Anthoxanthum alpinum Á.Löve & D.Löve,Anthoxanthum alpinum,579,esp,6630,5182,11/5.,Anthoxanthum alpinum Á.Löve & D.Löve,arctico-alpin,panicule d'épillets,hermaphrodite,,anémogame,caryopse,épizoochore,jaune,,7-Apr,,,hces,hémicryptophytaie,"pelouses acidophiles arctico-alpines climaciques, chionophobes",Caricetea curvulae subsp. curvulae Braun-Blanquet 1948,,,,,7,2,4,6,5,2,2,0,3,7,7,3,,6,2,2,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,181,,,Anthoxanthum alpinum
82922,Poaceae,"Anthoxanthum odoratum L., 1753","Anthoxanthum odoratum L., 1753",82922,"Anthoxanthum odoratum L., 1753",Anthoxanthum odoratum L.,Anthoxanthum odoratum,581,esp,8622,5194,09/1.,Anthoxanthum odoratum L.,circumboréal,panicule d'épillets,hermaphrodite,,anémogame,caryopse,épizoochore,jaune,,7-Apr,,,hces,hémicryptophytaie,pelouses acidophiles médio-européennes à boréo-subalpines,Nardetea strictae Rivas Goday & Borja-Carbonell 1961 em. de Foucault 1994,,,,,7,5,5,5,5,4,4,0,4,4,,,,x,5,x,1,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,180,,,Anthoxanthum odoratum
82999,Fabaceae,"Anthyllis vulneraria L., 1753",Anthyllis vulneraria L.,82999,"Anthyllis vulneraria L., 1753",Anthyllis vulneraria L.,Anthyllis vulneraria,599,esp,8629,5363,09/3.,Anthyllis vulneraria L.,européen,racème capituliforme,hermaphrodite,,entomogame,gousse,anémochore,"blanc, jaune, rose",,8-May,,,hsto,hémicryptophytaie,pelouses basophiles médio-européennes et nevado-illyriennes,Festuco valesiacae - Bromopsidetea erectae Braun-Blanquet & Tüxen 1943 em. Royer 1987,,,,,8,5,4,4,3,7,2,0,3,2,8,6,3,3,7,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fabales,Fabaceae,0,0,1773,,,Anthyllis vulneraria
83279,Brassicaceae,"Arabis alpina L., 1753","Arabis alpina L., 1753",83279,"Arabis alpina L., 1753",Arabis alpina L.,Arabis alpina,646,esp,30440,75448,08/20.0.5.0.2,Arabis alpina L.,arctico-alpin,racème simple,hermaphrodite,,"entomogame, autogame",silique,anémochore,blanc,,7-Apr,,,hces,hémicryptophytaie,"grpts vivaces des éboulis grossiers de calcaires compacts, montagnards-subalpins, sciaphiles",Arabidion alpinae Béguin 1970,,,,,5,3,3,6,5,7,3,0,5,2,7,3,3,5,9,3,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Brassicales,Brassicaceae,0,0,2844,,,Valeriana montana
83296,Brassicaceae,"Arabis caerulea (All.) Haenke, 1789","Arabis caerulea (All.) Haenke, 1789",83296,"Arabis caerulea (All.) Haenke, 1789",Arabis caerulea (All.) Haenke,Arabis caerulea,650,esp,1489,5816,11/6.0.2.0.1,Arabis caerulea (All.) Haenke,orophyte alpien,racème simple,hermaphrodite,,entomogame,silique,anémochore,bleu,,8-Jul,,,heri,hémicryptophytaie,"pelouses alpines climaciques chionophiles, basophiles",Arabidion caeruleae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,4,7,7,9,4,0,5,1,8,2,4,7,9,4,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Brassicales,Brassicaceae,0,0,1420,,,Arabis caerulea
83303,Brassicaceae,"Arabis ciliata Clairv., 1811",Arabis ciliata Clairv.,83303,"Arabis ciliata Clairv., 1811",Arabis ciliata Clairv.,Arabis ciliata,652,esp,8638,5824,09/20.,Arabis ciliata Clairv.,orophyte méridional,racème simple,hermaphrodite,,entomogame,silique,barochore,blanc,,7-Jun,,,heri,hémicryptophytaie,"pelouses basophiles subalpines, pionnières, chionophiles",Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978,,,,,9,2,7,5,5,9,3,0,3,2,9,2,4,5,9,3,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Brassicales,Brassicaceae,0,0,1418,,,Arabis corymbiflora
83528,Ericaceae,"Arctostaphylos uva-ursi (L.) Spreng., 1825","Arctostaphylos uva-ursi (L.) Spreng., 1825",83528,"Arctostaphylos uva-ursi (L.) Spreng., 1825",Arctostaphylos uva-ursi (L.) Spreng.,Arctostaphylos uva-ursi,679,esp,8640,6116,14/4.0.2.0.1,Arctostaphylos uva-ursi (L.) Spreng.,circumboréal,ombelle simple,hermaphrodite,,"entomogame, autogame",baie,endozoochore,rose,,6-Apr,sous-arbrisseau,"0,2",Cfru,parvochaméphytaie,"landines alpines à subalpines, des adrets, chionophobes","Juniperion communis subsp. nanae Braun-Blanquet in Braun-Blanquet, Sissingh & Vlieger 1939",,,,,7,3,4,4,3,4,1,0,5,7,6,,5,3,x,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,0,2285,,,Arctostaphylos uva-ursi
83808,Plumbaginaceae,"Armeria alpina Willd., 1809","Armeria alpina Willd., 1809",83808,"Armeria alpina Willd., 1809",Armeria alpina Willd.,Armeria alpina,722,esp,4112,6495,11/5.0.1,Armeria alpina Willd.,orophyte méridional,cyme capituliforme,hermaphrodite,,entomogame,capsule,épizoochore,rose,,8-Jul,,,hces,hémicryptophytaie,"pelouses acidophiles alpines climaciques, chionophobes",Caricetalia curvulae subsp. curvulae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,9,1,4,4,4,3,1,0,5,1,9,1,,4,x,1,0,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Plumbaginaceae,0,0,2342,,,Armeria mar. alpina
83973,Asteraceae,"Artemisia genipi Weber, 1775","Artemisia genipi Weber, 1775",83973,"Artemisia genipi Weber, 1775",Artemisia genipi Weber,Artemisia genipi,775,esp,445,6862,08/20.0.2,Artemisia genipi Weber,orophyte méridional,épi de capitules,hermaphrodite,,anémogame,akène,barochore,blanc,,8-Jul,,,hces,hémicryptophytaie,"grpts vivaces des éboulis basophiles, psychrophiles, montagnards (ubacs) à alpins, héliophiles",Noccaeetalia rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Seibert in Oberdorfer 1977,,,,,8,1,8,6,6,8,4,0,7,1,8,1,,6,8,?,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,1034,,,Arenaria grandiflora
84053,Asteraceae,"Artemisia umbelliformis Lam., 1783","Artemisia umbelliformis Lam., 1783",84053,"Artemisia umbelliformis Lam., 1783",Artemisia umbelliformis Lam.,Artemisia umbelliformis,784,esp,455,6977,08/2.2.1.0.10,Artemisia umbelliformis Lam.,orophyte méridional,épi de capitules,hermaphrodite,,anémogame,akène,barochore,,,,,,hces,hémicryptophytaie,"lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat",Potentillion caulescentis Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,1,3,5,5,8,3,0,8,1,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,3223,,,Artemisia glacialis
84526,Aspleniaceae,"Asplenium septentrionale (L.) Hoffm., 1796",Asplenium septentrionale,84526,"Asplenium septentrionale (L.) Hoffm., 1796",Asplenium septentrionale (L.) Hoffm.,Asplenium septentrionale,874,esp,29974,74982,07/2.0.3,Asplenium septentrionale (L.) Hoffm.,circumboréal,,monoïque,,hydrogame,,anémochore,,,,,,hces,hémicryptophytaie,"chasmophytes de parois européennes, acidophiles, planitiaires-montagnardes","Asplenietalia septentrionalis Oberdorfer, Görs, Korneck, Lohmeyer, Müller, Philippi & Seibert 1967 ex Loisel 1970",,,,,6,4,5,3,3,3,2,0,9,1,8,,4,3,2,2,0,Polypodiopsida,Magnoliidae,,Filicanae,,,,Polypodiales,Aspleniaceae,0,0,40,,,Asplenium septentrionale
84534,Aspleniaceae,"Asplenium trichomanes L., 1753",Asplenium trichomanes,84534,"Asplenium trichomanes L., 1753",Asplenium trichomanes L.,Asplenium trichomanes,876,esp,7358,7728,07/2.,Asplenium trichomanes L.,européen,,monoïque,,hydrogame,,anémochore,,,,,,hces,hémicryptophytaie,chasmophytes des parois européennes,Asplenietea trichomanis Braun-Blanquet in Meier & Braun-Blanquet 1934,,,,,6,5,5,6,4,5,3,0,9,1,5,,3,5,x,3,0,Polypodiopsida,Magnoliidae,,Filicanae,,,,Polypodiales,Aspleniaceae,0,0,42,,,Asplenium trichomanes
84540,Aspleniaceae,"Asplenium viride Huds., 1762","Asplenium viride Huds., 1762",84540,"Asplenium viride Huds., 1762",Asplenium viride Huds.,Asplenium viride,887,esp,7362,7765,07/2.0.6.0.1,Asplenium viride Huds.,orophyte circumboréal,,monoïque,,hydrogame,,anémochore,,,9-Jun,,,hces,hémicryptophytaie,"chasmophytes de parois européennes, basophiles, sciaphiles, psychrophiles, médio-européennes",Cystopteridion fragilis (Nordhagen 1936) Richard 1972,,,,,4,3,5,5,5,6,5,0,9,1,4,4,3,6,8,?,0,Polypodiopsida,Magnoliidae,,Filicanae,,,,Polypodiales,Aspleniaceae,0,0,43,,,Asplenium viride
84937,Apiaceae,"Astrantia minor L., 1753","Astrantia minor L., 1753",84937,"Astrantia minor L., 1753",Astrantia minor L.,Astrantia minor,966,esp,93,8212,09/1.0.2,Astrantia minor L.,orophyte méridional,ombelle d'ombellules,hermaphrodite,,entomogame,akène,épizoochore,blanc,,8-Jul,,,heri,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,,,,7,3,4,6,5,3,3,0,3,5,,,,,,,,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Apiales,Apiaceae,0,0,2136,,,Astrantia minor
84998,Athyriaceae,"Athyrium distentifolium Tausch ex Opiz, 1820","Athyrium distentifolium Tausch ex Opiz, 1820",84998,"Athyrium distentifolium Tausch ex Opiz, 1820",Athyrium distentifolium Tausch ex Opiz,Athyrium distentifolium,968,esp,7465,8285,05/1.0.1.0.3,Athyrium distentifolium Tausch ex Opiz,circumboréal,,monoïque,,hydrogame,,autochore,,,9-Jul,,,Hces,hémicryptophytaie,"mégaphorbiaies boréales à subalpines, ombragées","Dryopterido filicis-maris - Athyrion distentifolii Holub in Holub, Hejný, Moravec & Neuhäusl 1967",,,,,5,2,6,8,6,5,6,0,3,8,5,3,3,6,6,7,0,Polypodiopsida,Polypodiidae,,Filicanae,,,,Filicales s. l.,Woodsiaceae,0,0,31,,,Athyrium distentifolium
84999,Athyriaceae,"Athyrium filix-femina (L.) Roth, 1799","Athyrium filix-femina (L.) Roth, 1799",84999,"Athyrium filix-femina (L.) Roth, 1799",Athyrium filix-femina (L.) Roth,Athyrium filix-femina,969,esp,7466,8286,13/2.0.2,Athyrium filix-femina (L.) Roth,circumboréal,,monoïque,,hydrogame,,autochore,,,9-Jun,,,Hces,hémicryptophytaie,"ourlets internes et clairières vivaces médio-européennes, eutrophiles, mésohygrophiles",Circaeo lutetianae - Stachyetalia sylvaticae Passarge 1967,,,,,3,5,5,8,7,5,6,0,2,8,3,,3,7,x,6,0,Polypodiopsida,Polypodiidae,,Filicanae,,,,Filicales s. l.,Woodsiaceae,0,0,30,,,Athyrium filix-femina
85418,Poaceae,"Avenella flexuosa (L.) Drejer, 1838","Avenella flexuosa (L.) Drejer, 1838",85418,"Avenella flexuosa (L.) Drejer, 1838",Avenella flexuosa (L.) Drejer,Avenella flexuosa,1013,esp,6767,8981,10/1.,Avenella flexuosa (L.) Drejer,circumboréal,panicule d'épillets,hermaphrodite,,anémogame,caryopse,épizoochore,"blanc, rose",,8-May,,,hces,hémicryptophytaie,ourlets acidophiles médio-européens,Melampyro pratensis - Holcetea mollis Passarge 1979,,Lathyro linifolii - Trisetenion flavescentis Dierschke 1981 ex de Foucault 2016,Nardetea strictae Rivas Goday & Borja-Carbonell 1961 em. de Foucault 1994,"Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990",5,5,5,5,5,2,3,0,4,5,6,,2,x,2,3,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,274,,,Deschampsia flexuosa
85602,Orobanchaceae,"Bartsia alpina L., 1753",Bartsia alpina L.,85602,"Bartsia alpina L., 1753",Bartsia alpina L.,Bartsia alpina,1036,esp,5307,9249,06/1.2.2,Bartsia alpina L.,arctico-alpin,racème simple,hermaphrodite,,entomogame,capsule,épizoochore,bleu,,8-Jun,,,hsto-hpar,hémicryptophytaie,"parvocariçaies des tourbières basses basophiles, arctico-alpines à boréo-subalpines",Junco triglumis - Equisetetalia variegati (Julve 1983 em. de Foucault 1984) Julve 1993,Caricion davallianae Klika 1934,,,,8,3,5,8,8,7,3,0,1,9,8,3,3,8~,7,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Lamiales,Orobanchaceae,0,0,2706,,,Bartsia alpina
85903,Betulaceae,"Betula pendula Roth, 1788","Betula pendula Roth, 1788",85903,"Betula pendula Roth, 1788",Betula pendula Roth,Betula pendula,1073,esp,1325,9626,16/1.0.1.0.2,Betula pendula Roth,eurasiatique,épi de cymes triflores,monoïque,,anémogame,akène,anémochore,jaune,,5-Apr,arbre,30,A-cad,magnophanérophytaie,"associations arborescentes pionnières plutôt héliophiles, oligotrophiles, mésohydriques","Betulion pendulae Lakušić, Pavlović, Abadžić & Grgić 1978",,,,,8,5,5,4,5,4,3,0,4,5,-7,,,x,x,x,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fagales,Betulaceae,824,7048,7049,Betula pendula A,Betula pendula B,Betula pendula H
85904,Betulaceae,"Betula pubescens Ehrh., 1791","Betula pubescens Ehrh., 1791",85904,"Betula pubescens Ehrh., 1791",Betula pubescens Ehrh.,Betula pubescens,1074,esp,8774,82088,16/1.0.1.0.3,Betula pubescens Ehrh.,eurasiatique,épi de cymes triflores,monoïque,,anémogame,akène,anémochore,jaune,,5-Apr,arbre,28,A-cad,magnophanérophytaie,"associations arborescentes pionnières plutôt héliophiles, oligotrophiles, hygrophiles",Betulion pubescentis Lohmeyer & Tüxen ex Oberdorfer 1957,,,,,7,5,5,9,9,4,3,0,1,8,-7,,,8,3,3,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Fagales,Betulaceae,825,7925,7926,Betula pubescens A,Betula pubescens B,Betula pubescens H
86082,Polygonaceae,"Bistorta vivipara (L.) Delarbre, 1800",Bistorta vivipara,86082,"Bistorta vivipara (L.) Delarbre, 1800",Bistorta vivipara (L.) Delarbre,Bistorta vivipara,1121,esp,4243,9871,11/5.,Bistorta vivipara (L.) Delarbre,circumboréal,épi de cymes triflores,"hermaphrodite, monoïque",,entomogame,akène,barochore,"blanc, rose",,9-Jun,,,gtub,hémicryptophytaie,"pelouses acidophiles arctico-alpines climaciques, chionophobes",Caricetea curvulae subsp. curvulae Braun-Blanquet 1948,,Polygono vivipari - Caricenea nigrae de Foucault 1984,,,7,2,5,8,6,5,2,0,1,9,7,2,,5~,4,2,0,Magnoliopsida,Magnoliidae,Eudicots,Caryophyllanae,,,,Caryophyllales,Polygonaceae,0,0,898,,,Polygonum viviparum
86183,Ophioglossaceae,"Botrychium lunaria (L.) Sw., 1801","Botrychium lunaria (L.) Sw., 1801",86183,"Botrychium lunaria (L.) Sw., 1801",Botrychium lunaria (L.) Sw.,Botrychium lunaria,1146,esp,7440,9993,09/1.,Botrychium lunaria (L.) Sw.,cosmopolite(psychro),,monoïque,,hydrogame,,autochore,,,8-May,,,heri,hémicryptophytaie,pelouses acidophiles médio-européennes à boréo-subalpines,Nardetea strictae Rivas Goday & Borja-Carbonell 1961 em. de Foucault 1994,,,,,8,4,5,5,4,3,2,0,4,5,8,,3,4,x,2,0,Polypodiopsida,Polypodiidae,,,,,,Ophioglossales,Ophioglossaceae,0,0,60,,,Botrychium lunaria
86301,Poaceae,"Brachypodium rupestre (Host) Roem. & Schult., 1817","Brachypodium rupestre (Host) Roem. & Schult., 1817",86301,"Brachypodium rupestre (Host) Roem. & Schult., 1817",Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre,1155,esp,6673,10167,10/2.,Brachypodium rupestre (Host) Roem. & Schult.,méditerranéen(eury)-atlantique(eury),épi d'épillets,hermaphrodite,,anémogame,caryopse,épizoochore,vert,,8-Jun,,,hces,hémicryptophytaie,ourlets basophiles médio-européens,Trifolio medii - Geranietea sanguinei Müller 1962,,,,,7,6,4,5,4,7,4,0,4,2,7,5,4,4,7,3,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,4106,,,Brachypodium pin. rupestre
87100,Apiaceae,"Bupleurum stellatum L., 1753","Bupleurum stellatum L., 1753",87100,"Bupleurum stellatum L., 1753",Bupleurum stellatum L.,Bupleurum stellatum,1273,esp,125,11646,08/2.1.1.0.5,Bupleurum stellatum L.,orophyte alpien,ombelle d'ombellules,hermaphrodite,,entomogame,akène,barochore,jaune,,8-Jul,,,heri,hémicryptophytaie,"lithophytes des replats de falaises européennes, acidophiles, subalpines à alpines, alpiennes",Androsacion vandellii Braun-Blanquet in Braun-Blanquet & Jenny 1926,,,,,8,2,7,4,3,3,3,0,5,5,8,3,5,4,3,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Apiales,Apiaceae,0,0,13432,,,Saxifraga x souliei *
87299,Poaceae,"Calamagrostis villosa (Chaix) J.F.Gmel., 1791","Calamagrostis villosa (Chaix) J.F.Gmel., 1791",87299,"Calamagrostis villosa (Chaix) J.F.Gmel., 1791",Calamagrostis villosa (Chaix) J.F.Gmel.,Calamagrostis villosa,1297,esp,6731,12013,05/1.0.3.0.1,Calamagrostis villosa (Chaix) J.F.Gmel.,eurasiatique,panicule d'épillets,hermaphrodite,,anémogame,caryopse,anémochore,rose,,9-Jul,,,Grhi,hémicryptophytaie,"mégaphorbiaies subalpines à montagnardes, mésohydriques, méso-oligotrophiles, acidophiles, héliophiles","Calamagrostion villosae Pawłowski in Pawłowski, Sokołowski & Wallisch 1928",Prenanthion purpureae Julve 1993,,,,6,3,7,5,6,3,4,0,4,4,6,4,4,7~,2,2,0,Magnoliopsida,Magnoliidae,Monocots,Lilianae,,,Commelinids,Poales,Poaceae,0,0,204,,,Calamagrostis villosa
87501,Ericaceae,"Calluna vulgaris (L.) Hull, 1808","Calluna vulgaris (L.) Hull, 1808",87501,"Calluna vulgaris (L.) Hull, 1808",Calluna vulgaris (L.) Hull,Calluna vulgaris,1335,esp,2651,12262,14/4.,Calluna vulgaris (L.) Hull,européen,racème simple,hermaphrodite,,"entomogame, anémogame",capsule,anémochore,rose,,10-Jul,sous-arbrisseau,1,Cfru-semp,magnochaméphytaie,landes circumboréales à montagnardes-subalpines,"Calluno vulgaris - Vaccinietea myrtilli (Braun-Blanquet, Sissingh & Vlieger 1939) de Foucault 1990",Calluno vulgaris - Ulicetea minoris Braun-Blanquet & Tüxen 1943,"Cisto ladaniferi - Lavanduletea stoechadis Braun-Blanquet in Braun-Blanquet, Molinier & Wagner 1940",,,6,5,5,5,5,3,3,0,4,6,8,,3,x,1,1,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Ericales,Ericaceae,0,0,2271,,,Calluna vulgaris
87607,Campanulaceae,"Campanula barbata L., 1759","Campanula barbata L., 1759",87607,"Campanula barbata L., 1759",Campanula barbata L.,Campanula barbata,1348,esp,1867,12408,09/1.0.2.0.3,Campanula barbata L.,orophyte européen,racème simple,hermaphrodite,,"entomogame, autogame",capsule,barochore,bleu,,8-Jul,,,hros,hémicryptophytaie,"pelouses acidophiles fermées, subalpines à alpines, chionophiles, alpiennes et hercyniennes, des ubacs",Campanulo barbatae - Potentillion aureae de Foucault 1994,,,,,7,2,4,6,5,1,2,0,3,4,7,2,4,5,1,2,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Campanulaceae,0,0,2914,,,Campanula barbata
87618,Campanulaceae,"Campanula cenisia L., 1763","Campanula cenisia L., 1763",87618,"Campanula cenisia L., 1763",Campanula cenisia L.,Campanula cenisia,1351,esp,1871,12423,08/20.0.6.0.1,Campanula cenisia L.,orophyte alpien occ.,fleur solitaire terminale,hermaphrodite,,"entomogame, autogame",capsule,barochore,bleu,,8-Jul,,,hros,hémicryptophytaie,Gprts vivaces des éboulis fins stabilisés sur schistes calcareux et moraines des étages alpin et nival,Drabion hoppeanae Zollitsch 1968,,,,,7,1,8,4,4,8,3,0,1,1,8,1,7,5,8,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Campanulaceae,0,0,3221,,,Artemisia cam. borealis
87622,Campanulaceae,"Campanula cochleariifolia Lam., 1785","Campanula cochleariifolia Lam., 1785",87622,"Campanula cochleariifolia Lam., 1785",Campanula cochleariifolia Lam.,Campanula cochleariifolia,1353,esp,1873,12427,08/20.0.2,Campanula cochleariifolia Lam.,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,,"entomogame, autogame",capsule,barochore,bleu,,8-Jun,,,hsto,hémicryptophytaie,"grpts vivaces des éboulis basophiles, psychrophiles, montagnards (ubacs) à alpins, héliophiles",Noccaeetalia rotundifoliae Braun-Blanquet in Braun-Blanquet & Jenny 1926 em. Seibert in Oberdorfer 1977,,,,,8,1,5,7,7,8,3,0,6,1,8,3,4,7,x,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Campanulaceae,0,0,4083,,,Artemisia rupestris
87716,Campanulaceae,"Campanula rhomboidalis L., 1753","Campanula rhomboidalis L., 1753",87716,"Campanula rhomboidalis L., 1753",Campanula rhomboidalis L.,Campanula rhomboidalis,1371,esp,1901,73284,12/1.1.2.0.1.3,Campanula rhomboidalis L.,orophyte alpien occ.,cyme unipare hélicoïde,hermaphrodite,,"entomogame, autogame",capsule,barochore,bleu,,8-Jun,,,heri,hémicryptophytaie,"prairies mésohydriques fauchées, subalpines à montagnardes, neutroclines",Campanulo rhomboidalis - Trisetenion flavescentis Dierschke in Theurillat 1992,,,,,7,3,6,7,5,6,5,0,3,3,6,3,4,5,x,7,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Campanulaceae,0,0,2934,,,Campanula rhomboidalis
87724,Campanulaceae,"Campanula scheuchzeri Vill., 1779","Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri Vill., 1779",Campanula scheuchzeri Vill.,Campanula scheuchzeri,1378,esp,1903,12611,09/1.0.2,Campanula scheuchzeri Vill.,orophyte méridional,cyme unipare hélicoïde,hermaphrodite,,"entomogame, autogame",capsule,barochore,bleu,,,,,hsto,hémicryptophytaie,pelouses acidophiles montagnardes à subalpines,Trifolio alpini - Meetalia athamantici de Foucault 1994,,Campanulo rhomboidalis - Trisetenion flavescentis Dierschke in Theurillat 1992,Poion alpinae Gams 1927 ex Oberdorfer 1950,,8,2,4,6,5,4,3,0,3,5,8,2,4,5,x,3,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Campanulaceae,0,0,2933,,,Campanula scheuchzeri
87970,Brassicaceae,"Cardamine resedifolia L., 1753","Cardamine resedifolia L., 1753",87970,"Cardamine resedifolia L., 1753",Cardamine resedifolia L.,Cardamine resedifolia,1417,esp,1604,12954,08/20.0.1,Cardamine resedifolia L.,orophyte européen,corymbe,hermaphrodite,,entomogame,silique,anémochore,blanc,,8-Jun,,,hros,hémicryptophytaie,"grpts vivaces des éboulis médio-européens orophiles, acidophiles",Androsacetalia alpinae Braun-Blanquet in Braun-Blanquet & Jenny 1926,,Melampyrion pratensis Passarge 1967,,,8,3,5,5,5,3,2,0,6,1,8,2,2,5,3,2,0,Magnoliopsida,Magnoliidae,Eudicots,Rosanae,,,Rosids,Brassicales,Brassicaceae,0,0,1365,,,Cardamine plumieri
88108,Asteraceae,"Carduus defloratus L., 1759","Carduus defloratus L., 1759",88108,"Carduus defloratus L., 1759",Carduus defloratus L.,Carduus defloratus,1430,esp,30016,75024,09/20.,Carduus defloratus L.,orophyte méridional,racème de capitules,hermaphrodite,,"entomogame, autogame",akène,anémochore,rose,,8-Jul,,,heri,hémicryptophytaie,"pelouses basophiles subalpines, pionnières, chionophiles",Seslerietea caeruleae Braun-Blanquet 1948 em. Oberdorfer 1978,,Seslerio caeruleae - Mesobromopsidenion erectae Oberdorfer 1957,Seslerio caeruleae - Xerobromopsidenion erectae Oberdorfer 1957,,7,2,7,6,3,8,4,0,3,2,7,,4,4~,8,4,0,Magnoliopsida,Magnoliidae,Eudicots,Asteranae,,,Asterids,Asterales,Asteraceae,0,0,2980,,,Carduus defloratus
