Numéro,_CBNA_presence_base,_CBNA_presence_ZA,_LECA_selection,_Code_taxon_CBNA,_Famille_CBNA,_Genre_CBNA,_libelle_taxon_CBNA,_type_biologiques_CBNA_VALS,_Hauteur_moyenne_CBNA_VALS,mode_dispersion_CBNA_VALS,Mode_dispersion_detail_CBNA,attribut_de_dissemin_CBNA,attribut_de_dissemin_modif_JVE,attribut_de_dissemin_commentaire_CBNA,Vittoz_SD_DispersalType,Vittoz_SD_Height,Vittoz_SD_SeedMass,Vittoz_SD_SLAall,L_Lumière_ellenberg_JVE,L_Lumièrel_ellenberg_Luc,L_Lumière_ellenberg_CBNA,L_Amplitude_Lumière_ellenberg_CBNA,L_Lumière_ellenberg,L_Ellenberg_British,LO_Ellenberg_British,F_Humidité du sol_ellenberg_CBNA,F_Humidité du sol_Landolt_CBNA,F_Ellenberg_British,FO_Ellenberg_British,F_Humidité du sol_ellenberg,N_Nutriments du sol_ellenberg_JVE,N_Nutriments du sol_Landolt_CBNA,N_Ellenberg_British,NO_Ellenberg_British,N_Nutriments du sol_ellenberg,R_Ellenberg_British,RO_Ellenberg_British,S_Ellenberg_British,SO_Ellenberg_British,chorologie_classe_JULVE,phenologie_ordre_de_floraison_JULVE,grand_type_de_formation_JULVE,CD_ref,Code_taxon_num,CBNA,ListeLECA,champs1_Subsp?_,macroclimat_CBNA,microclimat_Temperature_stationnelle_CBNA,libelle_taxon,graine_taille_CBNA,phenologie_fructification_:periode_CBNA,plante_carnivore_CBNA,lian_vrilles_crochet_crampons_CBNA,feuill_succulente_CBNA,tige_succulente_CBNA,feuill_epineuse_CBNA,rameau_ou_tige_epineux_CBNA,rameau_chlorophyllien_CBNA,port_dressé_CBNA,port_rampant_CBNA,port_procombant_CBNA,port_étalé_CBNA,Cycle_mono_ou_polycarpique_CBNA,cycle_maturite_longevite_CBNA,Cycle_classe_d_age_CBNA,classe_d_age_CBNA,diffusion_CBNA,types_morphologiques_de_Barkman_1988,Endemisme_CBNA_VALS,Biologie_type_de_nutrition_CBNA_VALS,Feuillage_caducite_persistance_CBNA,Chorologie_classe_modif_LG,naturalite_habitat_primaire_secondaire_CBNA_en attente,naturalite_habitat_primaire_secondaire_modifs_JVE_en attente,fleur_inflorescence_type_julve_revue_CBNA,fleur_couleur_CBNA,fleur_petale_ornementation_CBNA,fleur_sexualite_CBNA,fruit_type_CBNA_VALS,fruit_couleur_CBNA,gradiant_herbacee_ligneux_CBNA_VALS,Hauteur_fourchette_moyenne_CBNA_VALS,Hauteur_fourchette_exteme_CBNA,phenologie_floraison_ordre_CBNA,phenologie_floraisofeuillaison_ordre_CBNA,phenologie_floraison_periode_CBNA,phenologie_fecondationpollinisation_type_CBNA,indigénat_ZA_CBNA_VALS
5123,x,x,x,02626,Asteraceae,Matricaria,Matricaria perforata Mérat,TH,50,barochore,Boleochorie-Agochorie,akène sans attribut,,,NA,NA,NA,NA,7,$,7,,7,,,,3,,,x,,,,,6,,,,,cosmopolite,protandre,thérophytaie,107470,2626,x,x,,,,Matricaria perforata Mérat,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Cosmopolite,S,,racème de capitules,"blanc, jaune",,hermaphrodite,akène,v,herbacé,25-60,,,,5-9,"entomogame, autogame",Indigène
5124,x,x,x,02627,Asteraceae,Matricaria,Matricaria recutita L.,TH,40,barochore,Boleochorie-Agochorie,akène sans attribut,,,NA,40,0.0436,NA,7,$,7,,7,7,7,,3,5,5,5,,,7,5,5,7,5,0,0,cosmopolite,protandre,thérophytaie,107473,2627,x,x,,,,Matricaria recutita L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Cosmopolite,S,,racème de capitules,"blanc, jaune",,hermaphrodite,akène,,herbacé,25-50,,,,5-10,"entomogame, autogame",Indigène
5125,,,,02628,,Matricaria,Matricaria suffruticosa (L.) Druce,,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628,NA,,,,,Matricaria suffruticosa (L.) Druce,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,S,,racème de capitules,,,,akène,,,,,,,,"entomogame, autogame",?
5126,,,,17823,,Matteuccia,Matteuccia struthiopteris (L.) Todaro,HE,,barochore,,,,,,,,,,,,,5,,,,,,,8,,,,,7,,,,,circumboréal,,hémicryptophytaie,,17823,NA,,,,,Matteuccia struthiopteris (L.) Tod.,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Boréal,P,,?,,,,spores,,,,,,,7-10,,Indigène
5127,x,x,x,04295,Brassicaceae,Matthiola,Matthiola fruticulosa (L.) Maire subsp. fruticulosa,CH (ou HE),15,barochore,Boleochorie-Bythisochorie,sans attribut visible,,,,,,,8,$,9,,,,,,2,,,,,,,,,,,,,européen méridional,,hémicryptophytaie,107491,4295,x,x,,,,Matthiola fruticulosa (L.) Maire,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Européen,P,,racème simple,marron,,hermaphrodite,silique,,suffrutescent,10-25,,,,5-7,entomogame,Indigène
5128,x,x,,04297,Brassicaceae,Matthiola,Matthiola incana (L.) R. Br.,,,barochore,,,,,,,,,,,,,,9,,,,3,,,,,2,,,8,,3,0,méditerranéen-atlantique,homogame,hémicryptophytaie,107495,4297,nr,,,,,Matthiola incana (L.) R.Br. subsp. incana,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème simple,"bleu, blanc, rose",,hermaphrodite,silique,,,,,,,5-7,"entomogame, autogame",Indigène
5129,x,,,04300,,Matthiola,Matthiola sinuata (L.) R. Br.,,,barochore,,,,,,,,,,,,,,9,,,,3,,,,,2,,,7,,1,0,,,,,4300,nr,,,,,Matthiola sinuata (L.) R. Br.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème simple,rose,,,silique,,,,,,,5-9,entomogame,Indigène
5130,,,,04302,,Matthiola,Matthiola sinuata (L.) R. Br. subsp. ligurica (P. Conti) Vierh.,,,barochore,,,,,,,,,,,,,,9,,,,3,,,,,2,,,7,,1,0,méditerranéen,homogame,hémicryptophytaie,,4302,NA,,,,,Matthiola sinuata (L.) R.Br. subsp. ligurica (Conti) Vierh.,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème simple,rose,,hermaphrodite,silique,,,,,,,5-9,entomogame,Indigène
5131,,,,04303,,Matthiola,Matthiola sinuata (L.) R. Br. subsp. sinuata,,,barochore,,,,,,,,,,,,,,9,,,,3,,,,,2,,,7,,1,0,méditerranéen-atlantique,homogame,hémicryptophytaie,,4303,NA,,,,,Matthiola sinuata (L.) R.Br. subsp. sinuata,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème simple,rose,,hermaphrodite,silique,,,,,,,5-9,entomogame,Indigène
5132,x,,,04304,,Matthiola,Matthiola tricuspidata (L.) R. Br.,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,4304,nr,,,,,Matthiola tricuspidata (L.) R.Br.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème simple,rose,,hermaphrodite,silique,,,,,,,5-7,entomogame,Indigène
5133,x,x,x,04307,Brassicaceae,Matthiola,Matthiola valesiaca Boiss.,CH (ou HE),15,barochore,Boleochorie-Bythisochorie,sans attribut visible,,,,,,,?,8ok,8,,,,,,2,,,,,,,,,,,,,,,hémicryptophytaie,107509,4307,x,x,,,,Matthiola valesiaca J.Gay ex Boiss.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème simple,marron,,hermaphrodite,silique,,suffrutescent,10-25,,,,5-7,entomogame,Indigène
5134,x,x,x,09534,Papaveraceae,Meconopsis,Meconopsis cambrica (L.) Vig.,HE,75,barochore,,sans attribut visible,,,,,,,?,6ok,6,,,4,,,3,5,,,,,5,,,7,,0,0,atlantique,,hémicryptophytaie,107519,9534,x,x,,,,Meconopsis cambrica (L.) Vig.,,,,,,,,,,x,,,,?,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Atlantique,P,,cyme unipare hélicoïde,jaune,,hermaphrodite,capsule,,herbacé,60-100,,,,6-8,entomogame,Indigène
5135,x,x,x,07220,Fabaceae,Medicago,Medicago arabica (L.) Hudson,TH,20,épizoochore,Epizoochorie,gousse à crochet,,,,,,,8,$,8,,8,7,8,,2,5,4,4,,,5,5,5,6,8,0,0,eurasiatique méridional,,thérophytaie,107574,7220,x,x,,,,Medicago arabica (L.) Huds.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Eurasiatique,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,15-30,,,,5-7,"entomogame, autogame",Indigène
5136,x,x,,07221,Fabaceae,Medicago,Medicago arborea L.,PH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,petite phanérophytaie,107575,7221,nr,,,,,Medicago arborea L. subsp. arborea,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,sempervirent,Méditerranéen,S,,racème simple,jaune,,hermaphrodite,gousse,,,,,,,3-5,entomogame,Exogène
5137,x,,,07222,,Medicago,Medicago ciliaris (L.) All.,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7222,nr,,,,,Medicago ciliaris (L.) All.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,5-6,entomogame,Indigène
5138,x,x,x,07227,Fabaceae,Medicago,Medicago coronata (L.) Bartal.,TH,12,épizoochore,Epizoochorie,gousse à crochet,,,,,,,8,$,9,,,,,,1,,,,,,,,,,,,,méditerranéen,,thérophytaie,107595,7227,x,x,,,,Medicago coronata (L.) Bartal.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,8-20,,,,4-6,entomogame,Indigène
5139,,,,07231,,Medicago,Medicago disciformis DC.,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen septentrional,,thérophytaie,,7231,nr,,,,,Medicago disciformis DC.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5140,,,,07232,,Medicago,Medicago doliata Carmign.,TH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7232,NA,,,,,Medicago doliata Carmign.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5141,,,,07233,,Medicago,Medicago doliata Carmign. var. doliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7233,NA,,,,,Medicago doliata Carmign. var. doliata,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,,gousse,,,,,,,4-6,entomogame,Indigène
5142,,,,07234,,Medicago,Medicago doliata Carmign. var. muricata (Benth.) Heyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,nr,,,,,Medicago doliata Carmign. var. muricata (Benth.) Heyn,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,,gousse,,,,,,,,entomogame,Indigène
5143,x,x,x,07236,Fabaceae,Medicago,Medicago falcata L.,HE ou CH,30,barochore,Agochorie,sans attribut visible,,,,,,,7,8-,7,,8,,,,,,,3,,,,,3,,,,,eurasiatique,,hémicryptophytaie,107610,7236,x,x,,,,Medicago falcata L.,,,,,,,,,,x,,,,polycarpique,,,,,,,chlorophyllien,hémisempervirent,Eurasiatique,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,20-40,,,,5-9,entomogame,Indigène
5144,x,x,,07240,Fabaceae,Medicago,Medicago glomerata Balbis 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,hémicryptophytaie,,7240,nr,,,,,Medicago glomerata Balbis 2,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,5-6,entomogame,Indigène
5145,x,x,,07250,Fabaceae,Medicago,Medicago hybrida (Pourret) Trautv.,HE,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orophyte pyrénéen,,hémicryptophytaie,107629,7250,nr,,,,,Medicago hybrida (Pourr.) Trautv.,,,,,,,,,,x,,,,,,,3 ou 4,,,orophyte pyrénéen,chlorophyllien,hémisempervirent,OROPHYTES,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,6-7,entomogame,Indigène
5146,,,,07251,,Medicago,Medicago intertexta (L.) Miller,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,thérophytaie,,7251,nr,,,,,Medicago intertexta (L.) Mill.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,,entomogame,Indigène
5147,x,,,07257,,Medicago,Medicago laciniata (L.) Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7257,nr,,,,,Medicago laciniata (L.) Miller,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,,gousse,,,,,,,,entomogame,Indigène
5148,x,x,x,07263,Fabaceae,Medicago,Medicago littoralis Rohde ex Loisel.,TH,6,épizoochore,,gousse à crochet,,,,,,,9,$,9,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,107647,7263,x,x,,,,Medicago littoralis Rohde ex Loisel.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,3-10,,,,5-7,entomogame,Indigène
5149,x,x,x,07270,Fabaceae,Medicago,Medicago lupulina L.,TH et HE,15,barochore,Agochorie,sans attribut visible,,,6,15,1.6232311111,28.1033335,7,$,7,,7,7,7,,2,4,4,4,,,4,,x,8,8,0,0,eurasiatique méridional,,hémicryptophytaie,107649,7270,x,x,,,,Medicago lupulina L.,,,,,,,,,,x,,,,monocarpique,,,,,,,chlorophyllien,hémisempervirent,Eurasiatique,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,noir,herbacé,5-25,,,,4-10,entomogame,Indigène
5150,,,,07271,,Medicago,Medicago lupulina L. subsp. cupaniana (Guss.) Nyman,HE,,barochore,,,,,,,,,,,,,,7,7,,,4,4,,,,4,,,8,8,0,0,eurasiatique méridional,,hémicryptophytaie,,7271,NA,,,,,Medicago lupulina L. subsp. cupaniana (Guss.) Nyman,,,,,,,,,,x,,,,polycarpique,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Eurasiatique,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-10,"entomogame, autogame",Indigène
9203,x,x,,07272,Fabaceae,Medicago,Medicago lupulina L. subsp. lupulina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,x,,,07275,,Medicago,Medicago marina L.,HE,,épizoochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,hémicryptophytaie,,7275,nr,,,,,Medicago marina L.,,,,,,,,,,x,,,,,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5152,x,x,x,07276,Fabaceae,Medicago,Medicago minima (L.) L.,TH,15,épizoochore,Agochorie-Endozoochorie,gousse à crochet,,,,,,,8,$,8,,9,9,9,,2,3,3,3,,,2,2,2,7,8,0,0,méditerranéen(eury),,thérophytaie,107658,7276,x,x,,,,Medicago minima (L.) L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,5-25,,,,5-7,entomogame,Indigène
9204,x,x,,07280,Fabaceae,Medicago,Medicago minima (L.) L. var. minima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,x,x,,07282,Fabaceae,Medicago,Medicago murex Willd.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,107665,7282,nr,,,,,Medicago murex Willd.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,,entomogame,Indigène
5154,,,,07289,,Medicago,Medicago muricoleptis Tineo,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen central,,thérophytaie,,7289,NA,,,,,Medicago muricoleptis Tineo,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,,entomogame,Indigène
5155,x,x,x,07292,Fabaceae,Medicago,Medicago orbicularis (L.) Bartal.,TH,20,anémochore ?,Agochorie-Pterometeochorie,gousse à aile,,,,,,,8,$,8,,,,,,1,,,,,,,,,,,,,méditerranéen,,thérophytaie,107677,7292,x,x,,,,Medicago orbicularis (L.) Bartal.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,5-30,,,,5-7,entomogame,Indigène
5156,x,x,x,07297,Fabaceae,Medicago,Medicago polymorpha L.,TH,20,épizoochore,Epizoochorie-Agochorie,gousse à crochet,,,,,,,9 ou 8,8ok,8,,9,9,9,,1,4,3,3,,,5,5,5,5,7,0,0,cosmopolite,,thérophytaie,107689,7297,x,x,,,,Medicago polymorpha L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Cosmopolite,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,5-30,,,,4-6,autogame,Indigène
5157,x,,,07313,,Medicago,Medicago praecox DC.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7313,nr,,,,,Medicago praecox DC.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5158,x,x,x,07316,Fabaceae,Medicago,Medicago rigidula (L.) All.,TH,15,épizoochore,Epizoochorie-Agochorie,gousse à crochet,,,,,,,8,$,8,,,,,,1,,,,,,,,,,,,,méditerranéen,,thérophytaie,107706,7316,x,x,,,,Medicago rigidula (L.) All.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,PS,,racème capituliforme,jaune,,hermaphrodite,gousse,,herbacé,5-20,,,,5-7,entomogame,Indigène
5159,x,,,07318,,Medicago,Medicago rugosa Desr.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7318,nr,,,,,Medicago rugosa Desr.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5160,x,x,x,07319,Fabaceae,Medicago,Medicago sativa L.,HE,50,barochore,Ethelochorie-Agochorie,sans attribut visible,,,4,50,2.28455172413793,25.8,8,$,8,,8,7,8,,2,4,4,4,,,5,,x,6,7,0,0,introduit (Asie occ.),,hémicryptophytaie,107711,7319,x,x,,,,Medicago sativa L. subsp. sativa,,,,,,,,,,x,,,,,,,3 ou 4,,,,chlorophyllien,hémisempervirent,Asiatique,S,,racème simple,bleu,,hermaphrodite,gousse,noir,herbacé,30-70,,,,6-9,"entomogame, autogame",Exogène
5161,x,x,,07324,Fabaceae,Medicago,Medicago scutellata (L.) Miller,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,hémicryptophytaie,107712,7324,nr,,,,,Medicago scutellata (L.) Mill.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5162,,,,07325,,Medicago,Medicago secundiflora Durieu,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,thérophytaie,,7325,NA,,,,,Medicago secundiflora Durieu,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5163,x,,,07326,,Medicago,Medicago soleirolii Duby,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,thérophytaie,,7326,nr,,,,,Medicago soleirolii Duby,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5164,x,,,07327,,Medicago,Medicago sphaerocarpos Bertol.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7327,nr,,,,,Medicago sphaerocarpos Bertol.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5165,,,,07331,,Medicago,Medicago suffruticosa Ramond ex DC. subsp. leiocarpa (Benth.) Nyman,CH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catalano-languedocien,,hémicryptophytaie,,7331,NA,,,,,Medicago suffruticosa Ramond ex DC. subsp. leiocarpa (Benth.) Urb.,,,,,,,,,,x,x,,,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5166,,,,07332,,Medicago,Medicago suffruticosa Ramond ex DC. subsp. suffruticosa,CH,,barochore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catalano-languedocien,,hémicryptophytaie,,7332,NA,,,,,Medicago suffruticosa Ramond ex DC. subsp. suffruticosa,,,,,,,,,,x,x,,,,,,4-5,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,6-8,entomogame,Indigène
5167,x,,,07333,,Medicago,Medicago tenoreana Ser.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen occidental,,thérophytaie,,7333,nr,,,,,Medicago tenoreana Ser.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5168,,,,07334,,Medicago,Medicago tornata (L.) Miller,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7334,nr,,,,,Medicago tornata (L.) Mill.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5169,,,,07335,,Medicago,Medicago tornata (L.) Miller subsp. obscura (Willd.) Kerguélen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7335,NA,,,,,Medicago tornata (L.) Miller subsp. obscura (Willd.) Kerguélen,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,,gousse,,,,,,,,entomogame,Indigène
5170,,,,07336,,Medicago,Medicago tornata (L.) Miller subsp. striata (Bast.) Kerguélen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7336,NA,,,,,Medicago tornata (L.) Miller subsp. striata (Bast.) Kerguélen,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,,gousse,,,,,,,,entomogame,Indigène
5171,,,,07337,,Medicago,Medicago tornata (L.) Miller subsp. tornata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7337,NA,,,,,Medicago tornata (L.) Miller subsp. tornata,,,,,,,,,,x,,,,,,,,,,,chlorophyllien,hémisempervirent,,P,,racème capituliforme,jaune,,,gousse,,,,,,,,entomogame,Indigène
5172,x,,,07340,,Medicago,Medicago truncatula Gaertner,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,107739,7340,nr,,,,,Medicago truncatula Gaertn.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5173,x,,,07341,,Medicago,Medicago tuberculata (Retz.) Willd.,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,méditerranéen,,thérophytaie,,7341,nr,,,,,Medicago tuberculata (Retz.) Willd.,,,,,,,,,,x,,,,monocarpique,,,1,,,,chlorophyllien,hémisempervirent,Méditerranéen,P,,racème capituliforme,jaune,,hermaphrodite,gousse,,,,,,,4-6,entomogame,Indigène
5174,x,x,x,07346,Fabaceae,Medicago,Medicago x-varia T. Martyn,HE,35,barochore,,,,,,,,,8,$,8,,,,,,,,,,,,,,,,,,,,,,107766,7346,x,x,,,,Medicago x-varia T. Martyn,,,,,,,,,,x,,,,,,,3 ou 4,,,,chlorophyllien,hémisempervirent,,S,,racème capituliforme,"jaune, mauve",,,gousse,,herbacé,20-50,,,,6-9,entomogame,Exogène
9468,x,x,,50275,Meesiaceae,Meesia,Meesia triquetra (L. ex Jolycl.) Ångstr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,x,x,x,12520,Orobanchaceae,Melampyrum,Melampyrum arvense L.,TH,30,barochore,Myrmecochorie,sans attribut visible,,,,,,,7,$,7,,,7,7,,2,4,4,,,,3,3,,8,8,0,0,eurasiatique,,,107786,12520,x,x,,,,Melampyrum arvense L.,,,,,,,,,,x,,,,monocarpique,1,,1,,,,hémiparasite,hémisempervirent,,PS,,épi simple,jaune,,,capsule,v,herbacé,20-40,,,,6-7,"entomogame, autogame",Indigène
5176,,,,12521,,Melampyrum,Melampyrum arvense L. subsp. arvense,TH,30,barochore,Cystometeorochorie,sans attribut visible,,,,,,,,,,,7,7,7,,2,4,4,4,,,3,3,3,8,8,0,0,eurasiatique,,thérophytaie,137691,12521,x,,T,,,Melampyrum arvense L. subsp. arvense,,,,,,,,,,x,,,,monocarpique,1,,1,,,,hémiparasite,hémisempervirent,Eurasiatique,PS,,épi simple,rose,jaune,hermaphrodite,capsule,,herbacé,20-40,,,,6-7,"entomogame, autogame",Indigène
