"","Glacier","Plot_ID","SP_nom","CBNA","Taxref","Cover","CNRATIO","DISPERSAL_CBNA","DISPERSAL_INDK","GROWTHF","LDMCst","LHIST_CBNA","SEEDM","SLA","STRAT","LDMC","LDMCp"
"1","GB","B2_21","Adenostyles alpina",818,"80184",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"2","GB","B3_01","Adenostyles alpina",818,"80184",0.25,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"3","GB","B3_25","Adenostyles alpina",818,"80184",0.333333333,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"4","GB","B4_04","Adenostyles alpina",818,"80184",0.285714286,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"5","GB","B4_07","Adenostyles alpina",818,"80184",0.25,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"6","GB","B4_15","Adenostyles alpina",818,"80184",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"7","GB","B4_24","Adenostyles alpina",818,"80184",0.142857143,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"8","GB","B4_25","Adenostyles alpina",818,"80184",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"9","GB","C_13","Adenostyles alpina",818,"80184",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"10","GB","B2_07","Adenostyles leucophylla",824,"80190",0.2,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"11","GB","B2_16","Adenostyles leucophylla",824,"80190",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"12","GB","B2_22","Adenostyles leucophylla",824,"80190",0.375,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"13","GB","B2_26","Adenostyles leucophylla",824,"80190",3,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"14","GB","B2_27","Adenostyles leucophylla",824,"80190",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"15","GB","B2_28","Adenostyles leucophylla",824,"80190",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"16","GB","B3_02","Adenostyles leucophylla",824,"80190",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"17","GB","B3_04","Adenostyles leucophylla",824,"80190",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"18","GB","B3_14","Adenostyles leucophylla",824,"80190",2,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"19","GB","B3_21","Adenostyles leucophylla",824,"80190",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"20","GB","B3_24","Adenostyles leucophylla",824,"80190",0.153846154,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"21","GB","B3_25","Adenostyles leucophylla",824,"80190",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"22","GB","B3_27","Adenostyles leucophylla",824,"80190",3,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"23","GB","B3_28","Adenostyles leucophylla",824,"80190",3,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"24","GB","B3_29","Adenostyles leucophylla",824,"80190",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"25","GB","B4_04","Adenostyles leucophylla",824,"80190",4,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"26","GB","B4_07","Adenostyles leucophylla",824,"80190",3,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"27","GB","B4_10","Adenostyles leucophylla",824,"80190",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"28","GB","B4_11","Adenostyles leucophylla",824,"80190",7,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"29","GB","B4_12","Adenostyles leucophylla",824,"80190",3,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"30","GB","B4_15","Adenostyles leucophylla",824,"80190",5,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"31","GB","B4_17","Adenostyles leucophylla",824,"80190",1,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"32","GB","B4_18","Adenostyles leucophylla",824,"80190",0.285714286,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"33","GB","B4_19","Adenostyles leucophylla",824,"80190",0.333333333,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"34","GB","B4_22","Adenostyles leucophylla",824,"80190",18,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"35","GB","B4_28","Adenostyles leucophylla",824,"80190",4,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"36","GB","C_08","Adenostyles leucophylla",824,"80190",2,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"37","GB","C_09","Adenostyles leucophylla",824,"80190",0.111111111,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"38","GB","C_13","Adenostyles leucophylla",824,"80190",0.166666667,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"39","GB","C_20","Adenostyles leucophylla",824,"80190",2,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"40","GB","C_30","Adenostyles leucophylla",824,"80190",3,NA,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"41","GB","B1_06","Agrostis alpina",15307,"80564",0.2,23.9503029831333,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",0.1,NA,NA,NA,385.048899521173
"42","GB","B1_31","Agrostis alpina",15307,"80564",0.222222222,23.9503029831333,"Wind dispersal","meteorochory",NA,NA,"Hemicryptophyte",0.1,NA,NA,NA,385.048899521173
"43","GB","B1_20","Agrostis rupestris",15351,"80729",0.166666667,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"44","GB","B1_21","Agrostis rupestris",15351,"80729",0.2,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"45","GB","B1_31","Agrostis rupestris",15351,"80729",0.222222222,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"46","GB","B1_35","Agrostis rupestris",15351,"80729",0.2,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"47","GB","B2_10","Agrostis rupestris",15351,"80729",6,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"48","GB","B2_12","Agrostis rupestris",15351,"80729",0.090909091,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"49","GB","B2_18","Agrostis rupestris",15351,"80729",3,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"50","GB","B2_21","Agrostis rupestris",15351,"80729",0.166666667,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"51","GB","B2_27","Agrostis rupestris",15351,"80729",0.166666667,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"52","GB","B3_02","Agrostis rupestris",15351,"80729",0.25,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"53","GB","B3_06","Agrostis rupestris",15351,"80729",0.181818182,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"54","GB","B3_11","Agrostis rupestris",15351,"80729",0.083333333,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"55","GB","B3_28","Agrostis rupestris",15351,"80729",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"56","GB","B4_03","Agrostis rupestris",15351,"80729",0.142857143,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"57","GB","B4_11","Agrostis rupestris",15351,"80729",0.25,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"58","GB","B4_13","Agrostis rupestris",15351,"80729",0.285714286,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"59","GB","B4_14","Agrostis rupestris",15351,"80729",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"60","GB","B4_18","Agrostis rupestris",15351,"80729",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"61","GB","B4_23","Agrostis rupestris",15351,"80729",3,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"62","GB","B4_25","Agrostis rupestris",15351,"80729",0.125,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"63","GB","B4_26","Agrostis rupestris",15351,"80729",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"64","GB","B4_30","Agrostis rupestris",15351,"80729",0.166666667,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"65","GB","C_02","Agrostis rupestris",15351,"80729",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"66","GB","C_14","Agrostis rupestris",15351,"80729",5,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"67","GB","C_25","Agrostis rupestris",15351,"80729",4,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"68","GB","C_26","Agrostis rupestris",15351,"80729",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",0.0997333333333333,8.1,"competitors/stress-tolerators/ruderals",NA,355.402334538585
"69","GB","B1_04","Agrostis schraderiana",15299,"80741",0.166666667,25.32881498375,"Unassisted dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,278.88974665633
"70","GB","B1_09","Agrostis schraderiana",15299,"80741",0.166666667,25.32881498375,"Unassisted dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,278.88974665633
"71","GB","B2_10","Agrostis schraderiana",15299,"80741",0.1,25.32881498375,"Unassisted dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,278.88974665633
"72","GB","B3_21","Agrostis schraderiana",15299,"80741",0.125,25.32881498375,"Unassisted dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,278.88974665633
"73","GB","B3_29","Agrostis schraderiana",15299,"80741",0.333333333,25.32881498375,"Unassisted dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,278.88974665633
"74","GB","C_21","Agrostis schraderiana",15299,"80741",50,25.32881498375,"Unassisted dispersal","meteorochory",NA,NA,"Hemicryptophyte",NA,NA,NA,NA,278.88974665633
"75","GB","B2_27","Alchemilla alpina",10920,"81033",0.166666667,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"76","GB","B3_07","Alchemilla alpina",10920,"81033",1,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"77","GB","B3_11","Alchemilla alpina",10920,"81033",0.083333333,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"78","GB","B3_24","Alchemilla alpina",10920,"81033",2,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"79","GB","B3_28","Alchemilla alpina",10920,"81033",0.222222222,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"80","GB","B4_17","Alchemilla alpina",10920,"81033",3,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"81","GB","B4_22","Alchemilla alpina",10920,"81033",3,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"82","GB","B4_24","Alchemilla alpina",10920,"81033",0.142857143,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"83","GB","C_01","Alchemilla alpina",10920,"81033",1,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"84","GB","C_02","Alchemilla alpina",10920,"81033",1,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"85","GB","C_04","Alchemilla alpina",10920,"81033",5,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"86","GB","C_08","Alchemilla alpina",10920,"81033",4,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"87","GB","C_14","Alchemilla alpina",10920,"81033",0.142857143,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"88","GB","C_16","Alchemilla alpina",10920,"81033",10,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"89","GB","C_20","Alchemilla alpina",10920,"81033",13,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"90","GB","C_28","Alchemilla alpina",10920,"81033",0.125,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"91","GB","C_30","Alchemilla alpina",10920,"81033",3,21.5184752825,"Unassisted dispersal",NA,NA,253,"Hemicryptophyte",0.321485714285714,19.6335710078571,"competitors/stress-tolerators/ruderals",304.044644642857,295.9649195
"92","GB","B3_02","Alchemilla colorata",10940,"81055",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","GB","C_08","Alchemilla fissa",10957,"81075",1,NA,NA,NA,NA,NA,NA,0.95,NA,"competitors/stress-tolerators/ruderals",NA,298.931268763482
"94","GB","C_17","Alchemilla fissa",10957,"81075",8,NA,NA,NA,NA,NA,NA,0.95,NA,"competitors/stress-tolerators/ruderals",NA,298.931268763482
"95","GB","B3_08","Alchemilla glabra",10967,"81088",1,17.4175185641667,"Unassisted dispersal",NA,NA,261,"Hemicryptophyte",0.474058333333333,28.83222048,NA,243.4746408,NA
"96","GB","C_13","Alchemilla pentaphyllea",11004,"81140",2,20.127966725,"Unassisted dispersal",NA,"forbs",NA,"Hemicryptophyte",0.31125,23.31560511,NA,268.975890823077,NA
"97","GB","C_17","Alchemilla pentaphyllea",11004,"81140",3,20.127966725,"Unassisted dispersal",NA,"forbs",NA,"Hemicryptophyte",0.31125,23.31560511,NA,268.975890823077,NA
"98","GB","C_19","Alchemilla pentaphyllea",11004,"81140",2,20.127966725,"Unassisted dispersal",NA,"forbs",NA,"Hemicryptophyte",0.31125,23.31560511,NA,268.975890823077,NA
"99","GB","B2_26","Alchemilla transiens",11025,"81179",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.473414601785
"100","GB","B4_04","Alchemilla transiens",11025,"81179",0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.473414601785
"101","GB","B4_07","Alchemilla transiens",11025,"81179",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.473414601785
"102","GB","B4_19","Alchemilla transiens",11025,"81179",0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.473414601785
"103","GB","B4_24","Alchemilla transiens",11025,"81179",0.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.473414601785
"104","GB","C_08","Alchemilla transiens",11025,"81179",0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.473414601785
"105","GB","C_03","Alopecurus gerardi",15427,"81638",2,NA,"Wind dispersal","meteorochory","graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"106","GB","C_21","Alopecurus gerardi",15427,"81638",2,NA,"Wind dispersal","meteorochory","graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"107","GB","C_23","Alopecurus gerardi",15427,"81638",10,NA,"Wind dispersal","meteorochory","graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"108","GB","C_25","Alopecurus gerardi",15427,"81638",3,NA,"Wind dispersal","meteorochory","graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"109","GB","C_26","Alopecurus gerardi",15427,"81638",0.125,NA,"Wind dispersal","meteorochory","graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"110","GB","C_28","Alopecurus gerardi",15427,"81638",5,NA,"Wind dispersal","meteorochory","graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"111","GB","B2_10","Anthoxanthum alpinum",15466,"82914",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"112","GB","B3_02","Anthoxanthum alpinum",15466,"82914",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"113","GB","B3_25","Anthoxanthum alpinum",15466,"82914",0.333333333,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"114","GB","B4_24","Anthoxanthum alpinum",15466,"82914",0.142857143,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"115","GB","B4_30","Anthoxanthum alpinum",15466,"82914",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"116","GB","C_02","Anthoxanthum alpinum",15466,"82914",0.111111111,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"117","GB","C_03","Anthoxanthum alpinum",15466,"82914",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"118","GB","C_04","Anthoxanthum alpinum",15466,"82914",2,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"119","GB","C_08","Anthoxanthum alpinum",15466,"82914",0.125,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"120","GB","C_09","Anthoxanthum alpinum",15466,"82914",0.111111111,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"121","GB","C_13","Anthoxanthum alpinum",15466,"82914",0.166666667,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"122","GB","C_16","Anthoxanthum alpinum",15466,"82914",2,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"123","GB","C_17","Anthoxanthum alpinum",15466,"82914",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"124","GB","C_19","Anthoxanthum alpinum",15466,"82914",10,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"125","GB","C_20","Anthoxanthum alpinum",15466,"82914",2,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"126","GB","C_21","Anthoxanthum alpinum",15466,"82914",5,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"127","GB","C_23","Anthoxanthum alpinum",15466,"82914",8,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"128","GB","C_26","Anthoxanthum alpinum",15466,"82914",1,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"129","GB","C_28","Anthoxanthum alpinum",15466,"82914",18,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"130","GB","C_30","Anthoxanthum alpinum",15466,"82914",5,NA,"Wind dispersal",NA,"graminoids",NA,"Hemicryptophyte",NA,NA,NA,NA,NA
"131","GB","B1_04","Arabis alpina",3709,"83279",0.166666667,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"132","GB","B1_11","Arabis alpina",3709,"83279",1,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"133","GB","B1_32","Arabis alpina",3709,"83279",0.333333333,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"134","GB","B1_33","Arabis alpina",3709,"83279",0.2,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"135","GB","B1_34","Arabis alpina",3709,"83279",0.2,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"136","GB","B2_05","Arabis alpina",3709,"83279",0.181818182,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"137","GB","B2_13","Arabis alpina",3709,"83279",2,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"138","GB","B2_28","Arabis alpina",3709,"83279",0.166666667,NA,"Unassisted dispersal",NA,NA,NA,"Hemicryptophyte",0.251285714285714,26.32,"competitors/stress-tolerators/ruderals",NA,150.292509727732
"139","GB","B1_04","Artemisia umbelliformis",974,"84053",0.166666667,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"140","GB","B1_06","Artemisia umbelliformis",974,"84053",1,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"141","GB","B1_09","Artemisia umbelliformis",974,"84053",2,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"142","GB","B1_11","Artemisia umbelliformis",974,"84053",1,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"143","GB","B1_14","Artemisia umbelliformis",974,"84053",1,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"144","GB","B1_20","Artemisia umbelliformis",974,"84053",0.166666667,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"145","GB","B1_22","Artemisia umbelliformis",974,"84053",0.222222222,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"146","GB","B1_31","Artemisia umbelliformis",974,"84053",1,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"147","GB","B1_32","Artemisia umbelliformis",974,"84053",3,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"148","GB","B1_33","Artemisia umbelliformis",974,"84053",0.2,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"149","GB","B1_34","Artemisia umbelliformis",974,"84053",0.2,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
"150","GB","B1_36","Artemisia umbelliformis",974,"84053",0.2,NA,"Unassisted dispersal",NA,NA,NA,NA,NA,NA,"competitors/stress-tolerators/ruderals",NA,NA
