Code_taxon_CBNA,CD_REF,cdref7,libcdref7,Strategie_CSR,Forme_vie
13276,129586,129586,"Viola hirta L., 1753",ccs,h
13276,129586,129586,"Viola hirta L., 1753",ccs,h
13291,129623,129623,"Viola mirabilis L., 1753",ccs,h
13298,129632,129632,"Viola odorata L., 1753",ccs,h
13298,129632,129632,"Viola odorata L., 1753",ccs,h
13314,129666,129666,"Viola reichenbachiana Jord. ex Boreau, 1857",ccs,h
13314,129666,129666,"Viola reichenbachiana Jord. ex Boreau, 1857",ccs,h
13315,129669,129669,"Viola riviniana Rchb., 1823",ccs,h
40161,142500,142500,"Xanthoselinum alsaticum subsp. venetum (Spreng.) Reduron, Charpin & Pimenov, 1997",ccs,h
40161,142500,142500,"Xanthoselinum alsaticum subsp. venetum (Spreng.) Reduron, Charpin & Pimenov, 1997",ccs,h
140,80358,80358,"Aethusa cynapium L., 1753",crr,t
13562,81544,81544,"Allium vineale L., 1753",crr,g
162,82931,82931,"Anthriscus caucalis M.Bieb., 1808",crr,t
162,82931,82931,"Anthriscus caucalis M.Bieb., 1808",crr,t
162,82931,82931,"Anthriscus caucalis M.Bieb., 1808",crr,t
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
913,83934,83934,"Artemisia alba Turra, 1764",crr,z
3772,85531,85531,"Barbarea bracteosa Guss., 1828",crr,k-t
3774,85536,85536,"Barbarea intermedia Boreau, 1840",crr,k-t
3774,85536,85536,"Barbarea intermedia Boreau, 1840",crr,k-t
208,85997,85997,"Bifora radians M.Bieb., 1819",crr,t
208,85997,85997,"Bifora radians M.Bieb., 1819",crr,t
15648,86571,86571,"Bromus commutatus Schrad., 1806",crr,t
15712,86761,86761,"Bromus squarrosus L., 1753",crr,t
4673,87678,87678,"Campanula medium L., 1753",crr,k-t
1140,88143,88143,"Carduus litigiosus Nocca & Balb., 1821",crr,k
1154,88167,88167,"Carduus nutans L., 1753",crr,k-t
1156,132606,132606,"Carduus nutans subsp. alpicola (Gillot) Chass. & Arènes, 1936",crr,k
1156,132606,132606,"Carduus nutans subsp. alpicola (Gillot) Chass. & Arènes, 1936",crr,k
1156,132606,132606,"Carduus nutans subsp. alpicola (Gillot) Chass. & Arènes, 1936",crr,k
1204,89232,89232,"Carthamus lanatus L., 1753",crr,t
1551,133346,133346,Cirsium vulgare (Savi) Ten. subsp. vulgare,crr,k
1551,133346,133346,Cirsium vulgare (Savi) Ten. subsp. vulgare,crr,k
1551,133346,133346,Cirsium vulgare (Savi) Ten. subsp. vulgare,crr,k
1551,91430,91430,"Cirsium vulgare (Savi) Ten., 1838",crr,k
5997,92302,92302,"Convolvulus arvensis L., 1753",crr,g.li
1604,93045,93045,"Crepis foetida L., 1753",crr,t
1614,93097,93097,"Crepis nicaeensis Balb., 1807",crr,k
1638,133531,133531,"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller, 1914",crr,k
1638,133531,133531,"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller, 1914",crr,k
1638,133531,133531,"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller, 1914",crr,k
1638,133531,133531,"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller, 1914",crr,k
1638,133531,133531,"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller, 1914",crr,k
1638,133531,133531,"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller, 1914",crr,k
4019,94645,94645,"Descurainia sophia (L.) Webb ex Prantl, 1891",crr,t
4019,94645,94645,"Descurainia sophia (L.) Webb ex Prantl, 1891",crr,t
6259,95149,95149,"Dipsacus fullonum L., 1753",crr,k
6259,95149,95149,"Dipsacus fullonum L., 1753",crr,k
6259,95149,95149,"Dipsacus fullonum L., 1753",crr,k
8122,96894,96894,"Erodium ciconium (L.) L'Hér., 1789",crr,t
8122,96894,96894,"Erodium ciconium (L.) L'Hér., 1789",crr,t
6595,97676,97676,"Euphorbia stricta L., 1759",crr,t
10013,97962,97962,"Fallopia convolvulus (L.) Á.Löve, 1970",crr,t.li
8533,99334,99334,"Galeopsis tetrahit L., 1753",crr,t
11803,99373,99373,"Galium aparine L., 1753",crr,t.li
8174,100045,100045,"Geranium columbinum L., 1753",crr,t
8203,100133,100133,"Geranium pusillum L., 1759",crr,t
8204,100136,100136,"Geranium pyrenaicum Burm.f., 1759",crr,h-t
8210,135069,135069,Geranium robertianum L. subsp. robertianum,crr,t
8379,101414,101414,"Herniaria incana Lam., 1789",crr,c
12923,103185,103185,"Hyoscyamus niger L., 1753",crr,k-t
2398,103205,103205,"Hyoseris radiata L., 1753",crr,h
15770,104457,104457,"Kengia serotina (L.) Packer, 1960",crr,h
2474,104775,104775,"Lactuca serriola L., 1756",crr,k-t
2474,104775,104775,"Lactuca serriola L., 1756",crr,k-t
2477,137061,137061,"Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923",crr,k-t
2477,137061,137061,"Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923",crr,k-t
3460,105010,105010,"Lappula squarrosa (Retz.) Dumort., 1827",crr,t
3460,105010,105010,"Lappula squarrosa (Retz.) Dumort., 1827",crr,t
3460,105010,105010,"Lappula squarrosa (Retz.) Dumort., 1827",crr,t
3460,105010,105010,"Lappula squarrosa (Retz.) Dumort., 1827",crr,t
3460,105010,105010,"Lappula squarrosa (Retz.) Dumort., 1827",crr,t
2492,137096,137096,Lapsana communis L. subsp. communis,crr,h-t
2493,137097,137097,"Lapsana communis subsp. intermedia (M.Bieb.) Hayek, 1931",crr,h
2493,137097,137097,"Lapsana communis subsp. intermedia (M.Bieb.) Hayek, 1931",crr,h
7064,105201,105201,"Lathyrus hirsutus L., 1753",crr,t.li
7092,105232,105232,"Lathyrus nissolia L., 1753",crr,t
7136,105454,105454,"Lens nigricans (M.Bieb.) Godr., 1843",crr,t
7136,105454,105454,"Lens nigricans (M.Bieb.) Godr., 1843",crr,t
7136,105454,105454,"Lens nigricans (M.Bieb.) Godr., 1843",crr,t
7136,105454,105454,"Lens nigricans (M.Bieb.) Godr., 1843",crr,t
3964,105621,105621,"Lepidium draba L., 1753",crr,h
3964,105621,105621,"Lepidium draba L., 1753",crr,h
9159,107284,107284,"Malva neglecta Wallr., 1824",crr,k-t
7347,107886,107886,"Melilotus albus Medik., 1787",crr,k-t
7348,107887,107887,"Melilotus altissimus Thuill., 1799",crr,k-t
7348,107887,107887,"Melilotus altissimus Thuill., 1799",crr,k-t
3495,108996,108996,"Myosotis arvensis Hill, 1764",crr,k-t
1023,112065,112065,"Pallenis spinosa (L.) Cass., 1825",crr,k
16702,114114,114114,"Poa annua L., 1753",crr,h-t
579,116339,116339,"Ptychotis saxifraga (L.) Loret & Barrandon, 1876",crr,k
10764,117201,117201,"Ranunculus repens L., 1753",crr,h
4395,117940,117940,"Rorippa islandica (Oeder ex Gunnerus) Borbás, 1900",crr,h-t
10147,119473,119473,"Rumex crispus L., 1753",crr,h-k
12784,122060,122060,"Scrophularia vernalis L., 1753",crr,h-k
4416,123713,123713,"Sinapis arvensis L., 1753",crr,t
4461,123863,123863,"Sisymbrium officinale (L.) Scop., 1772",crr,t
4461,123863,123863,"Sisymbrium officinale (L.) Scop., 1772",crr,t
2979,141301,141301,Sonchus arvensis L. subsp. arvensis,crr,g-h
5573,125014,125014,"Stellaria media (L.) Vill., 1789",crr,t
678,141793,141793,Torilis arvensis (Huds.) Link subsp. arvensis,crr,t
678,141793,141793,Torilis arvensis (Huds.) Link subsp. arvensis,crr,t
678,141793,141793,Torilis arvensis (Huds.) Link subsp. arvensis,crr,t
691,126859,126859,"Torilis japonica (Houtt.) DC., 1830",crr,k-t
691,126859,126859,"Torilis japonica (Houtt.) DC., 1830",crr,k-t
691,126859,126859,"Torilis japonica (Houtt.) DC., 1830",crr,k-t
13218,128754,128754,"Verbena officinalis L., 1753",crr,k-t
12875,128956,128956,"Veronica persica Poir., 1808",crr,t
12876,128963,128963,"Veronica polita Fr., 1819",crr,t
12876,128963,128963,"Veronica polita Fr., 1819",crr,t
12876,128963,128963,"Veronica polita Fr., 1819",crr,t
12876,128963,128963,"Veronica polita Fr., 1819",crr,t
7817,129191,129191,"Vicia hirsuta (L.) Gray, 1821",crr,t.li
7817,129191,129191,"Vicia hirsuta (L.) Gray, 1821",crr,t.li
7817,129191,129191,"Vicia hirsuta (L.) Gray, 1821",crr,t.li
7819,129195,129195,"Vicia hybrida L., 1753",crr,t
7819,129195,129195,"Vicia hybrida L., 1753",crr,t
7828,129225,129225,"Vicia lutea L., 1753",crr,t.li
7861,142236,142236,Vicia sativa L. subsp. sativa,crr,t.li
40144,130736,130736,Achillea millefolium L. subsp. millefolium,crs,c-h
796,79913,79913,"Achillea nana L., 1753",crs,h
799,79915,79915,"Achillea odorata L., 1759",crs,h
40145,79923,79923,"Achillea roseo-alba Ehrend., 1959",crs,h
809,79939,79939,"Achillea tomentosa L., 1753",crs,h
1085,80184,80184,"Adenostyles alpina (L.) Bluff & Fingerh., 1825",crs,h
10442,80238,80238,"Adonis pyrenaica DC., 1815",crs,h
28,80243,80243,"Adoxa moschatellina L., 1753",crs,g
4854,80546,80546,"Agrostemma githago L., 1753",crs,t
15307,80564,80564,"Agrostis alpina Scop., 1771",crs,h
15316,80591,80591,"Agrostis capillaris L., 1753",crs,h
15316,130953,130953,Agrostis capillaris var. capillaris,crs,h
15316,130953,130953,Agrostis capillaris var. capillaris,crs,h
15316,130953,130953,Agrostis capillaris var. capillaris,crs,h
15299,80741,80741,"Agrostis schraderiana Bech., 1938",crs,h
15299,80741,80741,"Agrostis schraderiana Bech., 1938",crs,h
15299,80741,80741,"Agrostis schraderiana Bech., 1938",crs,h
15299,80741,80741,"Agrostis schraderiana Bech., 1938",crs,h
15299,80741,80741,"Agrostis schraderiana Bech., 1938",crs,h
15299,80741,80741,"Agrostis schraderiana Bech., 1938",crs,h
15363,80759,80759,"Agrostis stolonifera L., 1753",crs,h
8450,80980,80980,"Ajuga genevensis L., 1753",crs,h
8457,80988,80988,"Ajuga pyramidalis L., 1753",crs,h
8457,80988,80988,"Ajuga pyramidalis L., 1753",crs,h
8459,80990,80990,"Ajuga reptans L., 1753",crs,h
13515,81443,81443,"Allium narcissiflorum Vill., 1779",crs,g
13519,81457,81457,"Allium oleraceum L., 1753",crs,g
13546,81508,81508,"Allium schoenoprasum L., 1753",crs,g
13546,81508,81508,"Allium schoenoprasum L., 1753",crs,g
13551,81520,81520,"Allium sphaerocephalon L., 1753",crs,g
15116,162132,162132,"Anacamptis coriophora (L.) Bateman, Pridgeon & Chase subsp. coriophora",crs,g
15167,82285,82285,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
15175,82286,82286,"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
15450,82439,82439,"Andropogon distachyos L., 1753",crs,h
10451,82600,82600,"Anemone baldensis L., 1767",crs,h
846,82796,82796,"Antennaria dioica (L.) Gaertn., 1791",crs,c
846,82796,82796,"Antennaria dioica (L.) Gaertn., 1791",crs,c
13677,82903,82903,"Anthericum liliago L., 1753",crs,h
6681,82985,82985,"Anthyllis montana L., 1753",crs,z
6686,131467,131467,"Anthyllis vulneraria subsp. alpestris (Kit.) Asch. & Graebn., 1908",crs,h
6686,131467,131467,"Anthyllis vulneraria subsp. alpestris (Kit.) Asch. & Graebn., 1908",crs,h
6710,131494,131494,"Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang., 1894",crs,h
6710,131494,131494,"Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang., 1894",crs,h
6710,131494,131494,"Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang., 1894",crs,h
12322,131499,131499,Antirrhinum majus L. subsp. majus,crs,c
13685,83171,83171,"Aphyllanthes monspeliensis L., 1753",crs,g
10477,83240,83240,"Aquilegia alpina L., 1753",crs,h
10478,83243,83243,"Aquilegia atrata W.D.J.Koch, 1830",crs,h
10478,83243,83243,"Aquilegia atrata W.D.J.Koch, 1830",crs,h
10478,83243,83243,"Aquilegia atrata W.D.J.Koch, 1830",crs,h
10491,83267,83267,"Aquilegia vulgaris L., 1753",crs,h
3708,83276,83276,"Arabis allionii DC., 1805",crs,h-t
3708,83276,83276,"Arabis allionii DC., 1805",crs,h-t
3708,83276,83276,"Arabis allionii DC., 1805",crs,h-t
3709,83279,83279,"Arabis alpina L., 1753",crs,c
3727,83303,83303,"Arabis ciliata Clairv., 1811",crs,h-k
3727,83303,83303,"Arabis ciliata Clairv., 1811",crs,h-k
3727,83303,83303,"Arabis ciliata Clairv., 1811",crs,h-k
3733,83332,83332,"Arabis hirsuta (L.) Scop., 1772",crs,h-t
3733,83332,83332,"Arabis hirsuta (L.) Scop., 1772",crs,h-t
4909,83584,83584,"Arenaria grandiflora L., 1759",crs,c
902,83874,83874,"Arnica montana L., 1753",crs,h
912,83933,83933,"Artemisia absinthium L., 1753",crs,c
934,131713,131713,Artemisia campestris L. subsp. campestris,crs,c
980,84061,84061,"Artemisia vulgaris L., 1753",crs,g-h
3374,84290,84290,"Asperugo procumbens L., 1753",crs,t
11784,84319,84319,"Asperula purpurea (L.) Ehrend., 1973",crs,c
17478,84458,84458,"Asplenium adiantum-nigrum L., 1753",crs,h
984,84622,84622,"Aster alpinus L., 1753",crs,h
987,84626,84626,"Aster amellus L., 1753",crs,h
6759,84869,84869,"Astragalus monspessulanus L., 1753",crs,h
6765,84876,84876,"Astragalus onobrychis L., 1753",crs,h
12911,85152,85152,"Atropa belladonna L., 1753",crs,h
1046,85740,85740,"Bellis perennis L., 1753",crs,h
3806,86021,86021,"Biscutella brevicaulis Jord., 1864",crs,h
3808,86045,86045,"Biscutella laevigata L., 1771",crs,h
13828,86124,86124,"Blysmus compressus (L.) Panz. ex Link, 1827",crs,g
13828,86124,86124,"Blysmus compressus (L.) Panz. ex Link, 1827",crs,g
13828,86124,86124,"Blysmus compressus (L.) Panz. ex Link, 1827",crs,g
15866,86169,86169,"Bothriochloa ischaemum (L.) Keng, 1936",crs,h
15866,86169,86169,"Bothriochloa ischaemum (L.) Keng, 1936",crs,h
15866,86169,86169,"Bothriochloa ischaemum (L.) Keng, 1936",crs,h
17725,86183,86183,"Botrychium lunaria (L.) Sw., 1802",crs,g
17725,86183,86183,"Botrychium lunaria (L.) Sw., 1802",crs,g
15616,86262,86262,"Brachypodium distachyon (L.) P.Beauv., 1812",crs,t
15616,86262,86262,"Brachypodium distachyon (L.) P.Beauv., 1812",crs,t
15625,86305,86305,"Brachypodium sylvaticum (Huds.) P.Beauv., 1812",crs,h
3879,132221,132221,Brassica repanda (Willd.) DC. subsp. repanda,crs,c-h
15630,86490,86490,"Briza media L., 1753",crs,h
1076,87009,87009,"Buphthalmum salicifolium L., 1753",crs,h
226,87020,87020,"Bupleurum alpigenum Jord. & Fourr., 1866",crs,h
226,87020,87020,"Bupleurum alpigenum Jord. & Fourr., 1866",crs,h
234,132337,132337,"Bupleurum falcatum subsp. cernuum (Ten.) Arcang., 1894",crs,h
234,132337,132337,"Bupleurum falcatum subsp. cernuum (Ten.) Arcang., 1894",crs,h
251,87082,87082,"Bupleurum petraeum L., 1753",crs,h
256,132356,132356,Bupleurum ranunculoides L. subsp. ranunculoides,crs,h
257,132357,132357,"Bupleurum ranunculoides subsp. telonense (Gren. ex Timb.-Lagr.) Bonnier, 1921",crs,h
257,132357,132357,"Bupleurum ranunculoides subsp. telonense (Gren. ex Timb.-Lagr.) Bonnier, 1921",crs,h
257,132357,132357,"Bupleurum ranunculoides subsp. telonense (Gren. ex Timb.-Lagr.) Bonnier, 1921",crs,h
4613,87478,87478,"Callitriche palustris L., 1753",crs,a
4613,87478,87478,"Callitriche palustris L., 1753",crs,a
4613,87478,87478,"Callitriche palustris L., 1753",crs,a
4613,87478,87478,"Callitriche palustris L., 1753",crs,a
4613,87478,87478,"Callitriche palustris L., 1753",crs,a
10502,87540,87540,"Caltha palustris L., 1753",crs,h
4630,87607,87607,"Campanula barbata L., 1759",crs,h-k
4651,87652,87652,"Campanula glomerata L., 1753",crs,h
4653,132481,132481,"Campanula glomerata subsp. farinosa (Andrz.) Kirschl., 1851",crs,h
4653,132481,132481,"Campanula glomerata subsp. farinosa (Andrz.) Kirschl., 1851",crs,h
4676,87690,87690,"Campanula patula L., 1753",crs,k
4680,87693,87693,"Campanula persicifolia L., 1753",crs,h
4688,87711,87711,"Campanula rapunculoides L., 1753",crs,g
4689,87712,87712,"Campanula rapunculus L., 1753",crs,k
4699,132522,132522,Campanula scheuchzeri Vill. subsp. scheuchzeri,crs,h
4699,132522,132522,Campanula scheuchzeri Vill. subsp. scheuchzeri,crs,h
4699,87724,87724,"Campanula scheuchzeri Vill., 1779",crs,h
4705,87732,87732,"Campanula spicata L., 1753",crs,k
3923,87897,87897,"Cardamine asarifolia L., 1753",crs,h
3935,87933,87933,"Cardamine impatiens L., 1753",crs,t
13900,88470,88470,"Carex digitata L., 1753",crs,h
13920,88499,88499,"Carex ericetorum Pollich, 1777",crs,h
13920,88499,88499,"Carex ericetorum Pollich, 1777",crs,h
14000,88656,88656,"Carex mairei Coss. & Germ., 1840",crs,h
14039,132775,132775,Carex ornithopoda Willd. subsp. ornithopoda,crs,h
14039,88737,88737,"Carex ornithopoda Willd., 1805",crs,h
14048,88742,88742,"Carex ovalis Gooden., 1794",crs,h
14048,88742,88742,"Carex ovalis Gooden., 1794",crs,h
14052,88747,88747,"Carex pallescens L., 1753",crs,h
14060,88756,88756,"Carex parviflora Host, 1801",crs,h
14060,88756,88756,"Carex parviflora Host, 1801",crs,h
14060,88756,88756,"Carex parviflora Host, 1801",crs,h
14114,88905,88905,"Carex sylvatica Huds., 1762",crs,h
14119,88916,88916,"Carex tomentosa L., 1767",crs,g-h
14119,88916,88916,"Carex tomentosa L., 1767",crs,g-h
1181,132839,132839,Carlina acanthifolia All. subsp. acanthifolia,crs,h
1185,132843,132843,"Carlina acaulis subsp. caulescens (Lam.) Schübler & G.Martens, 1834",crs,h
1185,132843,132843,"Carlina acaulis subsp. caulescens (Lam.) Schübler & G.Martens, 1834",crs,h
1185,132843,132843,"Carlina acaulis subsp. caulescens (Lam.) Schübler & G.Martens, 1834",crs,h
1185,132843,132843,"Carlina acaulis subsp. caulescens (Lam.) Schübler & G.Martens, 1834",crs,h
1269,89619,89619,"Centaurea jacea L., 1753",crs,h
1269,89619,89619,"Centaurea jacea L., 1753",crs,h
1303,89653,89653,"Centaurea nigra L., 1753",crs,h
1321,132971,132971,Centaurea paniculata L. subsp. paniculata,crs,k-t
13129,89880,89880,"Centranthus angustifolius (Mill.) DC., 1805",crs,h
13129,89880,89880,"Centranthus angustifolius (Mill.) DC., 1805",crs,h
13129,89880,89880,"Centranthus angustifolius (Mill.) DC., 1805",crs,h
13134,89888,89888,"Centranthus ruber (L.) DC., 1805",crs,h
14868,89920,89920,"Cephalanthera damasonium (Mill.) Druce, 1906",crs,g
14868,89920,89920,"Cephalanthera damasonium (Mill.) Druce, 1906",crs,g
14868,89920,89920,"Cephalanthera damasonium (Mill.) Druce, 1906",crs,g
14868,89920,89920,"Cephalanthera damasonium (Mill.) Druce, 1906",crs,g
14871,89926,89926,"Cephalanthera longifolia (L.) Fritsch, 1888",crs,g
14871,89926,89926,"Cephalanthera longifolia (L.) Fritsch, 1888",crs,g
14871,89926,89926,"Cephalanthera longifolia (L.) Fritsch, 1888",crs,g
14871,89926,89926,"Cephalanthera longifolia (L.) Fritsch, 1888",crs,g
14873,89928,89928,"Cephalanthera rubra (L.) Rich., 1817",crs,g
14873,89928,89928,"Cephalanthera rubra (L.) Rich., 1817",crs,g
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5012,133108,133108,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982",crs,c
5025,90042,90042,"Cerastium latifolium L., 1753",crs,c
5025,90042,90042,"Cerastium latifolium L., 1753",crs,c
5029,90071,90071,"Cerastium pedunculatum Gaudin, 1828",crs,c
1467,91169,91169,"Cichorium intybus L., 1753",crs,h
13777,92124,92124,"Colchicum alpinum DC., 1805",crs,g
40214,92127,92127,"Colchicum autumnale L., 1753",crs,g
13783,92127,92127,"Colchicum autumnale L., 1753",crs,g
5999,92308,92308,"Convolvulus cantabrica L., 1753",crs,c
11792,93307,93307,"Cruciata glabra (L.) Ehrend., 1958",crs,g
11792,93307,93307,"Cruciata glabra (L.) Ehrend., 1958",crs,g
11792,93307,93307,"Cruciata glabra (L.) Ehrend., 1958",crs,g
17464,93469,93469,"Cryptogramma crispa (L.) R.Br., 1842",crs,h
17464,93469,93469,"Cryptogramma crispa (L.) R.Br., 1842",crs,h
17464,93469,93469,"Cryptogramma crispa (L.) R.Br., 1842",crs,h
15794,93860,93860,"Cynosurus cristatus L., 1753",crs,h
15813,94207,94207,"Dactylis glomerata L., 1753",crs,h
15817,133654,133654,"Dactylis glomerata subsp. hispanica (Roth) Nyman, 1882",crs,h
15817,133654,133654,"Dactylis glomerata subsp. hispanica (Roth) Nyman, 1882",crs,h
14892,94257,94257,"Dactylorhiza fuchsii (Druce) Soó, 1962",crs,g
14892,94257,94257,"Dactylorhiza fuchsii (Druce) Soó, 1962",crs,g
14892,94257,94257,"Dactylorhiza fuchsii (Druce) Soó, 1962",crs,g
14892,94257,94257,"Dactylorhiza fuchsii (Druce) Soó, 1962",crs,g
14892,94257,94257,"Dactylorhiza fuchsii (Druce) Soó, 1962",crs,g
14908,94266,94266,"Dactylorhiza maculata (L.) Soó, 1962",crs,g
14932,94287,94287,"Dactylorhiza traunsteineri (Saut.) Soó, 1962",crs,g
14932,94288,94288,"Dactylorhiza traunsteinerioides (Pugsley) Landwehr, 1975",crs,g
14877,94289,94289,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
14877,94289,94289,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
14877,94289,94289,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",crs,g
5106,94728,94728,"Dianthus deltoides L., 1753",crs,c
5114,94743,94743,"Dianthus furcatus Balb., 1804",crs,h
5139,94793,94793,"Dianthus pavonius Tausch, 1839",crs,h
5139,94793,94793,"Dianthus pavonius Tausch, 1839",crs,h
5156,133874,133874,Dianthus seguieri Vill. subsp. seguieri,crs,c
11135,95461,95461,"Dryas octopetala L., 1753",crs,z
14188,134060,134060,Eleocharis palustris (L.) Roem. & Schult. subsp. palustris,crs,g
14188,95922,95922,"Eleocharis palustris (L.) Roem. & Schult., 1817",crs,g
9273,96150,96150,"Epilobium collinum C.C.Gmel., 1826",crs,h
9273,96150,96150,"Epilobium collinum C.C.Gmel., 1826",crs,h
9276,134114,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",crs,c
9276,134114,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",crs,c
9276,134114,134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",crs,c
9275,134113,134113,Epilobium dodonaei Vill. subsp. dodonaei,crs,c
9277,96165,96165,"Epilobium duriaei J.Gay ex Godr., 1849",crs,h
9277,96165,96165,"Epilobium duriaei J.Gay ex Godr., 1849",crs,h
9283,96208,96208,"Epilobium montanum L., 1753",crs,c-h
9288,96218,96218,"Epilobium nutans F.W.Schmidt, 1794",crs,h
9288,96218,96218,"Epilobium nutans F.W.Schmidt, 1794",crs,h
9290,96226,96226,"Epilobium palustre L., 1753",crs,h
9291,96229,96229,"Epilobium parviflorum Schreb., 1771",crs,h
14935,96432,96432,"Epipactis atrorubens (Hoffm.) Besser, 1809",crs,g
14935,96432,96432,"Epipactis atrorubens (Hoffm.) Besser, 1809",crs,g
14935,96432,96432,"Epipactis atrorubens (Hoffm.) Besser, 1809",crs,g
14938,134141,134141,Epipactis helleborine (L.) Crantz subsp. helleborine,crs,g
14938,134141,134141,Epipactis helleborine (L.) Crantz subsp. helleborine,crs,g
14947,96454,96454,"Epipactis microphylla (Ehrh.) Sw., 1800",crs,g.sp
14947,96454,96454,"Epipactis microphylla (Ehrh.) Sw., 1800",crs,g.sp
14947,96454,96454,"Epipactis microphylla (Ehrh.) Sw., 1800",crs,g.sp
14948,96456,96456,"Epipactis muelleri Godfery, 1921",crs,g
14950,96465,96465,"Epipactis palustris (L.) Crantz, 1769",crs,g
14950,96465,96465,"Epipactis palustris (L.) Crantz, 1769",crs,g
17643,96519,96519,"Equisetum fluviatile L., 1753",crs,g
17643,96519,96519,"Equisetum fluviatile L., 1753",crs,g
17643,96519,96519,"Equisetum fluviatile L., 1753",crs,g
17652,96539,96539,"Equisetum ramosissimum Desf., 1799",crs,c
17652,96539,96539,"Equisetum ramosissimum Desf., 1799",crs,c
17652,96539,96539,"Equisetum ramosissimum Desf., 1799",crs,c
17655,96546,96546,"Equisetum telmateia Ehrh., 1783",crs,g
17655,96546,96546,"Equisetum telmateia Ehrh., 1783",crs,g
17655,96546,96546,"Equisetum telmateia Ehrh., 1783",crs,g
17656,96553,96553,"Equisetum variegatum Schleich., 1797",crs,c-g
1711,96742,96742,"Erigeron atticus Vill., 1788",crs,h
1711,96742,96742,"Erigeron atticus Vill., 1788",crs,h
1711,96742,96742,"Erigeron atticus Vill., 1788",crs,h
4081,134287,134287,Erucastrum nasturtiifolium (Poir.) O.E.Schulz subsp. nasturtiifolium,crs,k-t
368,97148,97148,"Eryngium spinalba Vill., 1779",crs,h
4114,97222,97222,"Erysimum jugicola Jord., 1864",crs,k-t
4114,97222,97222,"Erysimum jugicola Jord., 1864",crs,k-t
4114,97222,97222,"Erysimum jugicola Jord., 1864",crs,k-t
4114,97222,97222,"Erysimum jugicola Jord., 1864",crs,k-t
4116,97230,97230,"Erysimum montosicola Jord., 1858",crs,h
4119,97234,97234,"Erysimum ochroleucum (Schleich.) DC., 1805",crs,h
4127,97258,97258,"Erysimum rhaeticum (Schleich. ex Hornem.) DC., 1821",crs,h
4127,97258,97258,"Erysimum rhaeticum (Schleich. ex Hornem.) DC., 1821",crs,h
4127,97258,97258,"Erysimum rhaeticum (Schleich. ex Hornem.) DC., 1821",crs,h
4127,97258,97258,"Erysimum rhaeticum (Schleich. ex Hornem.) DC., 1821",crs,h
4132,97277,97277,"Erysimum virgatum Roth, 1797",crs,k
4132,97277,97277,"Erysimum virgatum Roth, 1797",crs,k
4132,97277,97277,"Erysimum virgatum Roth, 1797",crs,k
4120,97277,97277,"Erysimum virgatum Roth, 1797",crs,k-t
6529,97490,97490,"Euphorbia cyparissias L., 1753",crs,h
6607,134362,134362,"Euphorbia dulcis subsp. incompta (Ces.) Nyman, 1890",crs,g
